Contador,Tempo,Tempo Milisegundos,Total Hosts Ativos,Total CPU Alocada,Total CPU Usada,Total RAM Alocada,Total RAM Usada,CPU Limite Superior,CPU Limite Inferior,% Carga de CPU,Load Calculado,Threshold Inferior,Threshold Superior,Tempos de Monitoramento
2;15;1494088024422;1;200.0;0.08;3970948.0;17408.0;160.0;80.0;4.0E-4;2.75E-4;0.4;0.8;;1494087856
3;30;1494088039408;1;200.0;0.04;3970948.0;17408.0;160.0;80.0;2.0E-4;2.375E-4;0.4;0.8;;1494087866
4;45;1494088054394;1;200.0;175.15;3970948.0;900096.0;160.0;80.0;0.87574995;0.43799374;0.4;0.8;;1494087881
5;60;1494088069394;1;200.0;177.38;3970948.0;906240.0;160.0;80.0;0.8869;0.66244686;0.4;0.8;;1494087896
6;75;1494088084411;1;200.0;169.01001;3970948.0;906240.0;160.0;80.0;0.84505004;0.7537484;0.4;0.8;;1494087913
7;90;1494088099396;1;200.0;175.26001;3970948.0;906240.0;160.0;80.0;0.87630004;0.81502426;0.4;0.8;;1494087931
8;105;1494088114584;1;200.0;175.68;3970948.0;908288.0;160.0;80.0;0.87839997;0.8467121;0.4;0.8;;1494087946
9;120;1494088129476;2;400.0;327.0;7941896.0;1724416.0;320.0;160.0;0.8175;0.83210605;0.4;0.8;;1494087962;1494087961
10;138;1494088148126;2;400.0;281.64;7941896.0;1725440.0;320.0;160.0;0.7041;0.768103;0.4;0.8;;1494087978;1494087983
11;153;1494088163912;2;400.0;295.47;7941896.0;1730560.0;320.0;160.0;0.738675;0.753389;0.4;0.8;;1494087995;1494087991
12;168;1494088180836;2;400.0;287.08002;7941896.0;1738752.0;320.0;160.0;0.71770006;0.73554456;0.4;0.8;;1494088014;1494088014
13;183;1494088193069;2;400.0;296.31;7941896.0;1738752.0;320.0;160.0;0.740775;0.7381598;0.4;0.8;;1494088024;1494088024
14;198;1494088208085;2;400.0;294.15;7941896.0;1746944.0;320.0;160.0;0.735375;0.7367674;0.4;0.8;;1494088035;1494088043
15;213;1494088224037;2;400.0;302.38;7941896.0;1758208.0;320.0;160.0;0.75595003;0.74635875;0.4;0.8;;1494088056;1494088056
16;228;1494088239757;2;400.0;297.47;7941896.0;1760256.0;320.0;160.0;0.743675;0.7450169;0.4;0.8;;1494088073;1494088072
17;243;1494088253070;2;400.0;307.3;7941896.0;1768448.0;320.0;160.0;0.76825;0.7566334;0.4;0.8;;1494088087;1494088087
18;258;1494088268055;2;400.0;304.39;7941896.0;1776640.0;320.0;160.0;0.76097506;0.7588042;0.4;0.8;;1494088097;1494088097
19;273;1494088284359;2;400.0;266.09;7941896.0;1788928.0;320.0;160.0;0.66522497;0.71201456;0.4;0.8;;1494088117;1494088117
20;288;1494088298668;2;400.0;285.13;7941896.0;1788928.0;320.0;160.0;0.712825;0.71241975;0.4;0.8;;1494088127;1494088133
