T1-AntesDeConectar;T2-AposConectar
1491919912742;1491919914793

Contador;IniLoop
0;1491919914797
1;1491919914895
2;1491919914979
3;1491919915066
4;1491919915154
5;1491919915235
6;1491919915313
7;1491919915394
8;1491919915479
9;1491919915557
10;1491919915638
11;1491919915717
12;1491919915797
13;1491919915878
14;1491919915958
15;1491919916038
16;1491919916118
17;1491919916197
18;1491919916279
19;1491919916357
20;1491919916438
21;1491919916518
22;1491919916598
23;1491919916682
24;1491919916762
25;1491919916842
26;1491919916922
27;1491919917002
28;1491919917082
29;1491919917162
30;1491919917242
31;1491919917322
32;1491919917402
33;1491919917487
34;1491919917566
35;1491919917646
36;1491919917727
37;1491919917807
38;1491919917887
39;1491919917967
40;1491919918047
41;1491919918130
42;1491919918211
43;1491919918291
44;1491919918371
45;1491919918451
46;1491919918531
47;1491919918613
48;1491919918695
49;1491919918775
50;1491919918855
51;1491919918936
52;1491919919016
53;1491919919099
54;1491919919180
55;1491919919260
56;1491919919340
57;1491919919420
58;1491919919505
59;1491919919588
60;1491919919672
61;1491919919756
62;1491919919842
63;1491919919924
64;1491919920008
65;1491919920093
66;1491919920177
67;1491919920261
68;1491919920353
69;1491919920437
70;1491919920521
71;1491919920605
72;1491919920689
73;1491919920773
74;1491919920857
75;1491919920942
76;1491919921025
77;1491919921109
78;1491919921194
79;1491919921277
80;1491919921361
81;1491919921445
82;1491919921530
83;1491919921614
84;1491919921698
85;1491919921782
86;1491919921866
87;1491919921950
88;1491919922034
89;1491919922119
90;1491919922202
91;1491919922286
92;1491919922371
93;1491919922454
94;1491919922538
95;1491919922623
96;1491919922706
97;1491919922791
98;1491919922875
99;1491919922959
100;1491919923043
101;1491919923127
102;1491919923211
103;1491919923295
104;1491919923379
105;1491919923463
106;1491919923548
107;1491919923631
108;1491919923715
109;1491919923800
110;1491919923888
111;1491919923972
112;1491919924059
113;1491919924143
114;1491919924228
115;1491919924316
116;1491919924400
117;1491919924488
118;1491919924572
119;1491919924660
120;1491919924744
121;1491919924829
122;1491919924916
123;1491919925005
124;1491919925092
125;1491919925181
126;1491919925268
127;1491919925356
128;1491919925445
129;1491919925532
130;1491919925621
131;1491919925709
132;1491919925797
133;1491919925885
134;1491919925974
135;1491919926061
136;1491919926150
137;1491919926237
138;1491919926326
139;1491919926413
140;1491919926502
141;1491919926589
142;1491919926678
143;1491919926765
144;1491919926854
145;1491919926941
146;1491919927030
147;1491919927118
148;1491919927206
149;1491919927294
150;1491919927382
151;1491919927470
152;1491919927558
153;1491919927646
154;1491919927735
155;1491919927823
156;1491919927910
157;1491919927999
158;1491919928086
159;1491919928175
160;1491919928262
161;1491919928351
162;1491919928439
163;1491919928527
164;1491919928615
165;1491919928703
166;1491919928791
167;1491919928879
168;1491919928967
169;1491919929056
170;1491919929143
171;1491919929232
172;1491919929319
173;1491919929408
174;1491919929496
175;1491919929583
176;1491919929672
177;1491919929760
178;1491919929851
179;1491919929940
180;1491919930032
181;1491919930120
182;1491919930213
183;1491919930304
184;1491919930392
185;1491919930485
186;1491919930576
187;1491919930665
188;1491919930761
189;1491919930852
190;1491919930945
191;1491919931037
192;1491919931128
193;1491919931221
194;1491919931313
195;1491919931405
196;1491919931497
197;1491919931589
198;1491919931685
199;1491919931777
200;1491919931870
201;1491919931962
202;1491919932053
203;1491919932146
204;1491919932238
205;1491919932330
206;1491919932421
207;1491919932514
208;1491919932606
209;1491919932698
210;1491919932789
211;1491919932882
212;1491919932974
213;1491919933066
214;1491919933158
215;1491919933250
216;1491919933343
217;1491919933435
218;1491919933528
219;1491919933621
220;1491919933715
221;1491919933807
222;1491919933899
223;1491919933990
224;1491919934083
225;1491919934175
226;1491919934267
227;1491919934359
228;1491919934451
229;1491919934543
230;1491919934635
231;1491919934727
232;1491919934820
233;1491919934911
234;1491919935003
235;1491919935096
236;1491919935188
237;1491919935280
238;1491919935372
239;1491919935463
240;1491919935556
241;1491919935648
242;1491919935740
243;1491919935836
244;1491919935932
245;1491919936028
246;1491919936124
247;1491919936220
248;1491919936312
249;1491919936409
250;1491919936505
251;1491919936601
252;1491919936697
253;1491919936793
254;1491919936889
255;1491919936985
256;1491919937080
257;1491919937177
258;1491919937277
259;1491919937373
260;1491919937469
261;1491919937565
262;1491919937661
263;1491919937757
264;1491919937854
265;1491919937950
266;1491919938046
267;1491919938142
268;1491919938238
269;1491919938334
270;1491919938430
271;1491919938526
