T1-AntesDeConectar;T2-AposConectar
1491933918528;1491933930683

Contador;IniLoop
0;1491933930688
1;1491933930935
2;1491933931091
3;1491933931247
4;1491933931421
5;1491933931598
6;1491933931795
7;1491933931961
8;1491933932141
9;1491933932319
10;1491933932500
11;1491933932699
12;1491933932876
13;1491933933037
14;1491933933219
15;1491933933398
16;1491933933577
17;1491933933759
18;1491933933937
19;1491933934141
20;1491933934323
21;1491933934482
22;1491933934657
23;1491933934838
24;1491933935017
25;1491933935197
26;1491933935380
27;1491933935561
28;1491933935741
29;1491933935923
30;1491933936102
31;1491933936281
32;1491933936461
33;1491933936647
34;1491933936821
35;1491933937004
36;1491933937183
37;1491933937362
38;1491933937542
39;1491933937723
40;1491933937901
41;1491933938082
42;1491933938264
43;1491933938444
44;1491933938623
45;1491933938808
46;1491933938982
47;1491933939162
48;1491933939343
49;1491933939522
50;1491933939704
51;1491933939884
52;1491933940062
53;1491933940242
54;1491933940424
55;1491933940603
56;1491933940782
57;1491933940962
58;1491933941144
59;1491933941322
60;1491933941502
61;1491933941684
62;1491933941862
63;1491933942042
64;1491933942224
65;1491933942403
66;1491933942583
67;1491933942764
68;1491933942947
69;1491933943127
70;1491933943308
71;1491933943490
72;1491933943670
73;1491933943854
74;1491933944037
75;1491933944218
76;1491933944400
77;1491933944580
78;1491933944759
79;1491933944940
80;1491933945123
81;1491933945303
82;1491933945483
83;1491933945665
84;1491933945847
85;1491933946027
86;1491933946208
87;1491933946403
88;1491933946587
89;1491933946764
90;1491933946947
91;1491933947128
92;1491933947308
93;1491933947491
94;1491933947672
95;1491933947852
96;1491933948032
97;1491933948211
98;1491933948393
99;1491933948576
100;1491933948755
101;1491933948936
102;1491933949120
103;1491933949300
104;1491933949481
105;1491933949664
106;1491933949844
107;1491933950028
108;1491933950215
109;1491933950397
110;1491933950576
111;1491933950757
112;1491933950940
113;1491933951128
114;1491933951309
115;1491933951492
116;1491933951672
117;1491933951859
118;1491933952041
119;1491933952224
120;1491933952410
121;1491933952592
122;1491933952773
123;1491933952954
124;1491933953137
125;1491933953321
126;1491933953507
127;1491933953689
128;1491933953874
129;1491933954055
130;1491933954237
131;1491933954425
132;1491933954609
133;1491933954794
134;1491933954980
135;1491933955169
136;1491933955350
137;1491933955534
138;1491933955719
139;1491933955901
140;1491933956086
141;1491933956270
142;1491933956454
143;1491933956637
144;1491933956819
145;1491933957002
146;1491933957186
147;1491933957372
148;1491933957554
149;1491933957739
150;1491933957926
151;1491933958110
152;1491933958294
153;1491933958480
154;1491933958662
155;1491933958847
156;1491933959032
157;1491933959214
158;1491933959399
159;1491933959584
160;1491933959766
161;1491933959951
162;1491933960136
163;1491933960318
164;1491933960503
165;1491933960687
166;1491933960871
167;1491933961055
168;1491933961241
169;1491933961422
170;1491933961607
171;1491933961792
172;1491933961974
173;1491933962159
174;1491933962344
175;1491933962526
176;1491933962711
177;1491933962897
178;1491933963085
179;1491933963270
180;1491933963457
181;1491933963639
182;1491933963823
183;1491933964008
184;1491933964191
185;1491933964374
186;1491933964561
187;1491933964743
188;1491933964927
189;1491933965113
190;1491933965295
191;1491933965479
192;1491933965666
193;1491933965848
194;1491933966032
195;1491933966216
196;1491933966401
197;1491933966583
198;1491933966769
199;1491933966952
200;1491933967152
201;1491933967337
202;1491933967520
203;1491933967705
204;1491933967888
205;1491933968072
206;1491933968255
207;1491933968442
208;1491933968629
209;1491933968812
210;1491933968997
211;1491933969180
212;1491933969363
213;1491933969549
214;1491933969732
215;1491933969916
216;1491933970101
217;1491933970288
218;1491933970476
219;1491933970666
220;1491933970856
221;1491933971040
222;1491933971225
223;1491933971413
224;1491933971596
225;1491933971783
226;1491933971968
227;1491933972152
228;1491933972341
229;1491933972529
230;1491933972712
231;1491933972902
232;1491933973088
233;1491933973273
234;1491933973458
235;1491933973644
236;1491933973828
237;1491933974014
238;1491933974201
239;1491933974384
240;1491933974572
241;1491933974760
242;1491933974944
243;1491933975141
244;1491933975329
245;1491933975508
246;1491933975693
247;1491933975882
248;1491933976064
249;1491933976251
