T1-AntesDeConectar;T2-AposConectar
1491939597165;1491939603226

Contador;IniLoop
0;1491939603230
1;1491939603853
2;1491939603938
3;1491939604031
4;1491939604145
5;1491939604270
6;1491939604383
7;1491939604498
8;1491939604617
9;1491939604746
10;1491939604872
11;1491939604981
12;1491939605097
13;1491939605219
14;1491939605341
15;1491939605459
16;1491939605573
17;1491939605703
18;1491939605828
19;1491939605935
20;1491939606049
21;1491939606170
22;1491939606291
23;1491939606406
24;1491939606527
25;1491939606641
26;1491939606759
27;1491939606880
28;1491939606999
29;1491939607118
30;1491939607244
31;1491939607362
32;1491939607477
33;1491939607587
34;1491939607706
35;1491939607823
36;1491939607938
37;1491939608056
38;1491939608175
39;1491939608293
40;1491939608413
41;1491939608529
42;1491939608649
43;1491939608765
44;1491939608883
45;1491939609009
46;1491939609127
47;1491939609246
48;1491939609367
49;1491939609483
50;1491939609598
51;1491939609715
52;1491939609834
53;1491939609951
54;1491939610069
55;1491939610192
56;1491939610310
57;1491939610426
58;1491939610543
59;1491939610661
60;1491939610779
61;1491939610898
62;1491939611016
63;1491939611134
64;1491939611251
65;1491939611369
66;1491939611486
67;1491939611603
68;1491939611723
69;1491939611845
70;1491939611962
71;1491939612105
72;1491939612206
73;1491939612324
74;1491939612449
75;1491939612563
76;1491939612684
77;1491939612802
78;1491939612920
79;1491939613043
80;1491939613163
81;1491939613282
82;1491939613400
83;1491939613517
84;1491939613634
85;1491939613755
86;1491939613871
87;1491939613988
88;1491939614109
89;1491939614227
90;1491939614342
91;1491939614460
92;1491939614579
93;1491939614693
94;1491939614812
95;1491939614929
96;1491939615049
97;1491939615179
98;1491939615295
99;1491939615414
100;1491939615531
101;1491939615650
102;1491939615766
103;1491939615884
104;1491939616002
105;1491939616120
106;1491939616239
107;1491939616356
108;1491939616482
109;1491939616600
110;1491939616718
111;1491939616839
112;1491939616956
113;1491939617074
114;1491939617195
115;1491939617311
116;1491939617431
117;1491939617546
118;1491939617668
119;1491939617787
120;1491939617903
121;1491939618024
122;1491939618143
123;1491939618260
124;1491939618379
125;1491939618500
126;1491939618618
127;1491939618741
128;1491939618859
129;1491939618978
130;1491939619101
131;1491939619219
132;1491939619340
133;1491939619458
134;1491939619581
135;1491939619698
136;1491939619820
137;1491939619939
138;1491939620054
139;1491939620176
140;1491939620295
141;1491939620416
142;1491939620534
143;1491939620653
144;1491939620771
145;1491939620888
146;1491939621007
147;1491939621127
148;1491939621248
149;1491939621367
150;1491939621488
151;1491939621607
152;1491939621728
153;1491939621847
154;1491939621969
155;1491939622087
156;1491939622204
157;1491939622324
158;1491939622444
159;1491939622564
160;1491939622682
161;1491939622805
162;1491939622923
163;1491939623064
164;1491939623179
165;1491939623301
166;1491939623424
167;1491939623543
168;1491939623665
169;1491939623783
170;1491939623901
171;1491939624019
172;1491939624141
173;1491939624258
174;1491939624379
175;1491939624501
176;1491939624619
177;1491939624742
178;1491939624859
179;1491939624981
180;1491939625099
181;1491939625218
182;1491939625335
183;1491939625457
184;1491939625585
185;1491939625707
186;1491939625829
187;1491939625947
188;1491939626069
189;1491939626188
190;1491939626310
191;1491939626428
192;1491939626548
193;1491939626673
194;1491939626789
195;1491939626909
196;1491939627030
197;1491939627151
198;1491939627269
199;1491939627389
200;1491939627508
201;1491939627630
202;1491939627751
203;1491939627871
204;1491939627991
205;1491939628112
206;1491939628238
207;1491939628356
208;1491939628474
209;1491939628592
210;1491939628712
211;1491939628835
212;1491939628953
213;1491939629073
214;1491939629193
215;1491939629317
216;1491939629437
217;1491939629558
218;1491939629677
219;1491939629795
220;1491939629914
221;1491939630032
222;1491939630156
223;1491939630272
224;1491939630393
225;1491939630513
226;1491939630633
227;1491939630753
228;1491939630876
229;1491939630995
230;1491939631112
231;1491939631234
232;1491939631352
233;1491939631475
234;1491939631592
235;1491939631718
236;1491939631836
237;1491939631957
238;1491939632078
239;1491939632205
240;1491939632326
241;1491939632444
242;1491939632566
243;1491939632699
244;1491939632823
245;1491939632937
246;1491939633048
247;1491939633161
248;1491939633279
249;1491939633398
250;1491939633515
251;1491939633638
252;1491939633755
253;1491939633878
254;1491939633996
255;1491939634112
256;1491939634233
257;1491939634352
258;1491939634473
259;1491939634592
260;1491939634713
261;1491939634832
262;1491939634954
263;1491939635074
264;1491939635195
265;1491939635312
266;1491939635434
267;1491939635553
268;1491939635672
269;1491939635794
270;1491939635912
271;1491939636033
272;1491939636153
273;1491939636275
274;1491939636392
275;1491939636514
276;1491939636632
277;1491939636754
278;1491939636872
279;1491939636995
280;1491939637112
281;1491939637233
282;1491939637354
283;1491939637473
284;1491939637594
285;1491939637713
286;1491939637845
287;1491939637956
288;1491939638074
289;1491939638193
290;1491939638314
291;1491939638431
292;1491939638555
293;1491939638672
294;1491939638792
295;1491939638913
296;1491939639032
297;1491939639154
298;1491939639271
299;1491939639394
300;1491939639512
301;1491939639633
302;1491939639753
303;1491939639873
304;1491939639992
305;1491939640114
306;1491939640236
307;1491939640352
308;1491939640475
309;1491939640592
310;1491939640714
311;1491939640832
312;1491939640954
313;1491939641080
314;1491939641202
315;1491939641320
316;1491939641442
317;1491939641563
318;1491939641683
319;1491939641801
320;1491939641924
321;1491939642046
322;1491939642166
323;1491939642285
324;1491939642405
325;1491939642528
326;1491939642644
327;1491939642766
328;1491939642885
329;1491939643006
330;1491939643124
331;1491939643247
332;1491939643369
333;1491939643484
334;1491939643612
335;1491939643729
336;1491939643852
337;1491939643964
338;1491939644084
339;1491939644201
340;1491939644322
341;1491939644445
342;1491939644563
343;1491939644684
344;1491939644801
345;1491939644923
346;1491939645041
347;1491939645162
348;1491939645281
349;1491939645404
350;1491939645521
351;1491939645643
352;1491939645763
353;1491939645887
354;1491939646005
355;1491939646130
356;1491939646253
357;1491939646375
358;1491939646494
359;1491939646615
360;1491939646737
361;1491939646853
362;1491939646983
363;1491939647101
364;1491939647223
365;1491939647341
366;1491939647464
367;1491939647581
368;1491939647702
369;1491939647821
370;1491939647944
371;1491939648061
372;1491939648177
373;1491939648304
374;1491939648420
375;1491939648544
376;1491939648662
377;1491939648782
378;1491939648905
379;1491939649023
380;1491939649141
381;1491939649262
382;1491939649381
383;1491939649500
384;1491939649622
385;1491939649741
386;1491939649863
387;1491939649981
388;1491939650104
389;1491939650221
390;1491939650355
391;1491939650473
392;1491939650595
393;1491939650713
394;1491939650835
395;1491939650953
396;1491939651076
397;1491939651193
398;1491939651313
399;1491939651439
400;1491939651553
401;1491939651672
402;1491939651789
403;1491939651911
404;1491939652029
405;1491939652151
406;1491939652269
407;1491939652391
408;1491939652509
409;1491939652631
410;1491939652749
411;1491939652870
412;1491939652991
413;1491939653111
414;1491939653251
415;1491939653376
416;1491939653498
417;1491939653598
418;1491939653710
419;1491939653837
420;1491939653958
421;1491939654077
422;1491939654207
423;1491939654325
424;1491939654447
425;1491939654565
426;1491939654684
427;1491939654807
428;1491939654925
429;1491939655047
430;1491939655165
431;1491939655287
432;1491939655405
433;1491939655527
434;1491939655657
435;1491939655766
436;1491939655885
437;1491939656008
438;1491939656125
439;1491939656247
440;1491939656365
441;1491939656488
442;1491939656606
443;1491939656725
444;1491939656855
445;1491939656973
446;1491939657104
447;1491939657221
448;1491939657347
449;1491939657465
450;1491939657587
451;1491939657711
452;1491939657828
453;1491939657945
454;1491939658067
455;1491939658185
456;1491939658307
457;1491939658425
458;1491939658548
459;1491939658672
460;1491939658790
461;1491939658911
462;1491939659029
463;1491939659155
464;1491939659279
465;1491939659394
466;1491939659518
467;1491939659639
468;1491939659757
469;1491939659880
470;1491939659998
471;1491939660119
472;1491939660237
473;1491939660360
474;1491939660478
475;1491939660601
476;1491939660718
477;1491939660838
478;1491939660960
479;1491939661078
480;1491939661200
481;1491939661317
482;1491939661439
483;1491939661558
484;1491939661679
485;1491939661800
486;1491939661920
487;1491939662038
488;1491939662169
489;1491939662297
490;1491939662422
491;1491939662541
492;1491939662663
493;1491939662787
494;1491939662911
495;1491939663032
496;1491939663150
497;1491939663272
498;1491939663394
499;1491939663516
500;1491939663634
501;1491939663768
502;1491939663887
503;1491939664007
504;1491939664126
505;1491939664249
506;1491939664391
507;1491939664508
508;1491939664628
509;1491939664748
510;1491939664867
511;1491939664982
512;1491939665101
513;1491939665219
514;1491939665337
515;1491939665460
516;1491939665580
517;1491939665699
518;1491939665821
519;1491939665938
520;1491939666060
521;1491939666179
522;1491939666302
523;1491939666434
524;1491939666556
525;1491939666678
526;1491939666801
527;1491939666918
528;1491939667039
529;1491939667189
530;1491939667306
531;1491939667425
532;1491939667543
533;1491939667665
534;1491939667783
535;1491939667904
536;1491939668025
537;1491939668144
538;1491939668266
539;1491939668384
540;1491939668501
541;1491939668624
542;1491939668746
543;1491939668875
544;1491939668963
545;1491939669083
