T1-AntesDeConectar;T2-AposConectar
1491938913721;1491939005861

Contador;IniLoop
0;1491939005865
1;1491939006730
2;1491939006813
3;1491939006898
4;1491939006985
5;1491939007066
6;1491939007150
7;1491939007231
8;1491939007315
9;1491939007394
10;1491939007478
11;1491939007558
12;1491939007638
13;1491939007718
14;1491939007799
15;1491939007878
16;1491939007958
17;1491939008038
18;1491939008119
19;1491939008198
20;1491939008279
21;1491939008358
22;1491939008439
23;1491939008518
24;1491939008598
25;1491939008679
26;1491939008758
27;1491939008838
28;1491939008919
29;1491939008998
30;1491939009083
31;1491939009163
32;1491939009248
33;1491939009327
34;1491939009407
35;1491939009487
36;1491939009567
37;1491939009647
38;1491939009727
39;1491939009807
40;1491939009887
41;1491939009967
42;1491939010047
43;1491939010127
44;1491939010207
45;1491939010291
46;1491939010374
47;1491939010455
48;1491939010535
49;1491939010615
50;1491939010695
51;1491939010775
52;1491939010855
53;1491939010935
54;1491939011015
55;1491939011095
56;1491939011175
57;1491939011258
58;1491939011339
59;1491939011419
60;1491939011499
61;1491939011579
62;1491939011659
63;1491939011740
64;1491939011820
65;1491939011900
66;1491939011990
67;1491939012076
68;1491939012160
69;1491939012244
70;1491939012328
71;1491939012412
72;1491939012496
73;1491939012580
74;1491939012666
75;1491939012748
76;1491939012832
77;1491939012916
78;1491939013000
79;1491939013084
80;1491939013168
81;1491939013254
82;1491939013336
83;1491939013420
84;1491939013504
85;1491939013588
86;1491939013672
87;1491939013756
88;1491939013843
89;1491939013924
90;1491939014008
91;1491939014092
92;1491939014176
93;1491939014260
94;1491939014346
95;1491939014429
96;1491939014513
97;1491939014597
98;1491939014681
99;1491939014765
100;1491939014850
101;1491939014933
102;1491939015017
103;1491939015101
104;1491939015185
105;1491939015269
106;1491939015354
107;1491939015437
108;1491939015521
109;1491939015605
110;1491939015689
111;1491939015774
112;1491939015857
113;1491939015941
114;1491939016025
115;1491939016109
116;1491939016194
117;1491939016277
118;1491939016361
119;1491939016445
120;1491939016530
121;1491939016613
122;1491939016697
123;1491939016782
124;1491939016866
125;1491939016950
126;1491939017034
127;1491939017118
128;1491939017202
129;1491939017286
130;1491939017370
131;1491939017454
132;1491939017538
133;1491939017622
134;1491939017707
135;1491939017790
136;1491939017874
137;1491939017958
138;1491939018043
139;1491939018126
140;1491939018210
141;1491939018294
142;1491939018379
143;1491939018462
144;1491939018546
145;1491939018630
146;1491939018715
147;1491939018798
148;1491939018882
149;1491939018967
150;1491939019052
151;1491939019138
152;1491939019222
153;1491939019307
154;1491939019390
155;1491939019475
156;1491939019559
157;1491939019644
158;1491939019727
159;1491939019811
160;1491939019895
161;1491939019979
162;1491939020063
163;1491939020147
164;1491939020232
165;1491939020319
166;1491939020403
167;1491939020488
168;1491939020575
169;1491939020663
170;1491939020747
171;1491939020832
172;1491939020919
173;1491939021003
174;1491939021088
175;1491939021175
176;1491939021259
177;1491939021344
178;1491939021431
179;1491939021515
180;1491939021600
181;1491939021687
182;1491939021771
183;1491939021856
184;1491939021943
185;1491939022027
186;1491939022116
187;1491939022203
188;1491939022287
189;1491939022372
190;1491939022460
191;1491939022544
192;1491939022629
193;1491939022716
194;1491939022800
195;1491939022889
196;1491939022976
197;1491939023064
198;1491939023153
199;1491939023240
200;1491939023328
201;1491939023417
202;1491939023504
203;1491939023592
204;1491939023682
205;1491939023768
206;1491939023857
207;1491939023944
208;1491939024032
209;1491939024121
210;1491939024208
211;1491939024296
212;1491939024386
213;1491939024472
214;1491939024561
215;1491939024648
216;1491939024737
217;1491939024826
218;1491939024912
219;1491939025001
220;1491939025088
221;1491939025176
222;1491939025266
223;1491939025353
224;1491939025441
225;1491939025530
226;1491939025617
227;1491939025706
228;1491939025793
229;1491939025881
230;1491939025969
231;1491939026057
232;1491939026146
233;1491939026233
234;1491939026322
235;1491939026409
236;1491939026497
237;1491939026587
238;1491939026673
239;1491939026762
240;1491939026849
241;1491939026938
242;1491939027025
243;1491939027113
244;1491939027203
245;1491939027289
246;1491939027379
247;1491939027465
248;1491939027554
249;1491939027641
250;1491939027729
251;1491939027819
252;1491939027905
253;1491939027995
254;1491939028082
255;1491939028171
256;1491939028262
257;1491939028351
258;1491939028438
259;1491939028527
260;1491939028614
261;1491939028702
262;1491939028792
263;1491939028882
264;1491939028972
265;1491939029058
266;1491939029148
267;1491939029234
268;1491939029323
269;1491939029410
270;1491939029499
271;1491939029586
272;1491939029675
273;1491939029767
274;1491939029855
275;1491939029942
276;1491939030031
277;1491939030118
278;1491939030207
279;1491939030294
280;1491939030387
281;1491939030474
282;1491939030564
283;1491939030651
284;1491939030740
285;1491939030831
286;1491939030920
287;1491939031011
288;1491939031100
289;1491939031191
290;1491939031280
291;1491939031371
292;1491939031461
293;1491939031551
294;1491939031640
295;1491939031731
296;1491939031821
297;1491939031911
298;1491939032001
299;1491939032091
300;1491939032181
301;1491939032272
302;1491939032366
303;1491939032456
304;1491939032547
305;1491939032637
306;1491939032727
307;1491939032817
308;1491939032907
309;1491939032997
310;1491939033087
311;1491939033181
312;1491939033272
313;1491939033363
314;1491939033453
315;1491939033543
316;1491939033633
317;1491939033723
318;1491939033813
319;1491939033904
320;1491939033996
321;1491939034085
322;1491939034175
323;1491939034265
324;1491939034356
325;1491939034450
326;1491939034541
327;1491939034632
328;1491939034725
329;1491939034816
330;1491939034910
331;1491939035000
332;1491939035094
333;1491939035185
334;1491939035276
335;1491939035370
336;1491939035460
337;1491939035554
338;1491939035645
339;1491939035738
340;1491939035833
341;1491939035924
342;1491939036018
343;1491939036109
344;1491939036201
345;1491939036294
346;1491939036385
347;1491939036476
348;1491939036570
349;1491939036662
350;1491939036754
351;1491939036846
352;1491939036936
353;1491939037030
354;1491939037121
355;1491939037213
356;1491939037306
357;1491939037397
358;1491939037495
359;1491939037590
360;1491939037681
361;1491939037775
362;1491939037866
363;1491939037957
364;1491939038051
365;1491939038142
366;1491939038233
367;1491939038327
368;1491939038418
369;1491939038509
370;1491939038603
371;1491939038694
372;1491939038785
373;1491939038879
374;1491939038969
375;1491939039064
376;1491939039155
377;1491939039246
378;1491939039337
379;1491939039431
380;1491939039530
381;1491939039621
382;1491939039715
383;1491939039806
384;1491939039897
385;1491939039992
386;1491939040083
387;1491939040174
388;1491939040268
389;1491939040363
390;1491939040454
391;1491939040548
392;1491939040643
393;1491939040734
394;1491939040828
395;1491939040924
396;1491939041015
397;1491939041106
398;1491939041200
399;1491939041299
400;1491939041394
401;1491939041488
402;1491939041584
403;1491939041679
404;1491939041770
405;1491939041865
406;1491939041960
407;1491939042050
408;1491939042145
409;1491939042240
410;1491939042335
411;1491939042426
412;1491939042521
413;1491939042616
414;1491939042712
415;1491939042803
416;1491939042897
417;1491939042992
418;1491939043087
419;1491939043183
420;1491939043277
421;1491939043372
422;1491939043472
423;1491939043563
424;1491939043657
425;1491939043752
426;1491939043848
427;1491939043943
428;1491939044037
429;1491939044133
430;1491939044228
431;1491939044323
