T1-AntesDeConectar;T2-AposConectar
1492022522193;1492022538175

Contador;IniLoop
0;1492022538179
1;1492022538551
2;1492022538726
3;1492022538874
4;1492022539027
5;1492022539157
6;1492022539269
7;1492022539380
8;1492022539502
9;1492022539650
10;1492022539773
11;1492022539886
12;1492022540002
13;1492022540118
14;1492022540242
15;1492022540347
16;1492022540473
17;1492022540593
18;1492022540755
19;1492022540872
20;1492022540986
21;1492022541119
22;1492022541227
23;1492022541350
24;1492022541469
25;1492022541582
26;1492022541697
27;1492022541814
28;1492022541924
29;1492022542032
30;1492022542207
31;1492022542357
32;1492022542478
33;1492022542601
34;1492022542716
35;1492022542825
36;1492022542944
37;1492022543041
38;1492022543200
39;1492022543307
40;1492022543428
41;1492022543544
42;1492022543654
43;1492022543793
44;1492022543897
45;1492022544022
46;1492022544134
47;1492022544250
48;1492022544366
49;1492022544457
50;1492022544593
51;1492022544691
52;1492022544825
53;1492022544923
54;1492022545037
55;1492022545169
56;1492022545310
57;1492022545404
58;1492022545533
59;1492022545668
60;1492022545779
61;1492022545902
62;1492022546029
63;1492022546146
64;1492022546281
65;1492022546371
66;1492022546505
67;1492022546606
68;1492022546723
69;1492022546857
70;1492022546977
71;1492022547095
72;1492022547206
73;1492022547301
74;1492022547442
75;1492022547559
76;1492022547660
77;1492022547788
78;1492022547906
79;1492022548011
80;1492022548139
81;1492022548234
82;1492022548354
83;1492022548491
84;1492022548597
85;1492022548719
86;1492022548838
87;1492022548955
88;1492022549075
89;1492022549196
90;1492022549311
91;1492022549403
92;1492022549538
93;1492022549655
94;1492022549775
95;1492022549891
96;1492022550008
97;1492022550099
98;1492022550234
99;1492022550329
100;1492022550473
101;1492022550591
102;1492022550715
103;1492022550826
104;1492022550942
105;1492022551035
106;1492022551150
107;1492022551271
108;1492022551403
109;1492022551498
110;1492022551639
111;1492022551753
112;1492022551873
113;1492022551984
114;1492022552112
115;1492022552216
116;1492022552346
117;1492022552464
118;1492022552577
119;1492022552697
120;1492022552810
121;1492022552927
122;1492022553043
123;1492022553156
124;1492022553275
125;1492022553398
126;1492022553507
127;1492022553641
128;1492022553781
129;1492022553915
130;1492022554049
131;1492022554168
132;1492022554287
133;1492022554400
134;1492022554528
135;1492022554642
136;1492022554734
137;1492022554855
138;1492022554990
139;1492022555087
140;1492022555225
141;1492022555338
142;1492022555436
143;1492022555568
144;1492022555702
145;1492022555820
146;1492022555934
147;1492022556056
148;1492022556159
149;1492022556282
150;1492022556411
151;1492022556524
152;1492022556667
153;1492022556787
154;1492022556896
155;1492022557015
156;1492022557143
157;1492022557235
158;1492022557350
159;1492022557493
160;1492022557607
161;1492022557700
162;1492022557831
163;1492022557954
164;1492022558052
165;1492022558178
166;1492022558315
167;1492022558421
168;1492022558556
169;1492022558664
170;1492022558789
171;1492022558903
172;1492022559028
173;1492022559147
174;1492022559235
175;1492022559396
176;1492022559519
177;1492022559639
178;1492022559761
179;1492022559876
180;1492022559995
181;1492022560120
182;1492022560283
183;1492022560380
184;1492022560499
185;1492022560596
186;1492022560769
187;1492022560949
188;1492022561080
189;1492022561224
190;1492022561376
191;1492022561544
192;1492022561637
193;1492022561754
194;1492022561893
195;1492022562013
196;1492022562125
197;1492022562253
198;1492022562364
199;1492022562486
200;1492022562598
201;1492022562719
202;1492022562812
203;1492022562928
204;1492022563067
205;1492022563185
206;1492022563300
207;1492022563394
208;1492022563539
209;1492022563635
210;1492022563774
211;1492022563898
212;1492022563988
213;1492022564127
214;1492022564246
215;1492022564379
216;1492022564499
217;1492022564634
218;1492022564750
219;1492022564865
220;1492022565005
221;1492022565120
222;1492022565242
223;1492022565352
224;1492022565474
225;1492022565585
226;1492022565718
227;1492022565833
228;1492022565947
229;1492022566072
230;1492022566192
231;1492022566312
232;1492022566429
233;1492022566558
234;1492022566670
235;1492022566792
236;1492022566899
237;1492022567028
238;1492022567155
239;1492022567277
240;1492022567394
241;1492022567508
242;1492022567628
243;1492022567759
244;1492022567872
245;1492022567985
246;1492022568110
247;1492022568226
248;1492022568350
249;1492022568465
250;1492022568592
251;1492022568710
252;1492022568835
253;1492022568958
254;1492022569077
255;1492022569196
256;1492022569304
257;1492022569439
258;1492022569556
259;1492022569668
260;1492022569767
261;1492022569915
262;1492022570033
263;1492022570149
264;1492022570271
265;1492022570390
266;1492022570507
267;1492022570628
268;1492022570738
269;1492022570864
270;1492022570975
271;1492022571106
272;1492022571218
273;1492022571341
274;1492022571456
275;1492022571577
276;1492022571684
277;1492022571819
278;1492022571938
279;1492022572048
280;1492022572172
281;1492022572292
282;1492022572412
283;1492022572528
284;1492022572649
285;1492022572768
286;1492022572890
287;1492022573004
288;1492022573130
289;1492022573243
290;1492022573367
291;1492022573481
292;1492022573606
293;1492022573722
294;1492022573844
295;1492022573959
296;1492022574085
297;1492022574198
298;1492022574358
299;1492022574493
300;1492022574627
301;1492022574783
302;1492022574905
303;1492022575020
304;1492022575147
305;1492022575259
306;1492022575372
307;1492022575500
308;1492022575627
309;1492022575736
310;1492022575868
311;1492022575959
312;1492022576082
313;1492022576202
314;1492022576344
315;1492022576466
316;1492022576572
317;1492022576708
318;1492022576857
319;1492022576953
320;1492022577091
321;1492022577217
322;1492022577330
323;1492022577453
324;1492022577578
325;1492022577689
326;1492022577791
327;1492022577937
328;1492022578050
329;1492022578181
330;1492022578297
331;1492022578415
332;1492022578543
333;1492022578660
334;1492022578780
335;1492022578915
336;1492022579032
337;1492022579125
338;1492022579246
339;1492022579373
340;1492022579536
341;1492022579658
342;1492022579813
343;1492022579965
344;1492022580117
345;1492022580255
346;1492022580394
347;1492022580536
348;1492022580669
349;1492022580803
350;1492022580925
351;1492022581049
352;1492022581152
353;1492022581281
354;1492022581381
355;1492022581517
356;1492022581639
357;1492022581750
358;1492022581879
359;1492022581980
360;1492022582131
361;1492022582258
362;1492022582383
363;1492022582490
