T1-AntesDeConectar;T2-AposConectar
1492022296050;1492022308983

Contador;IniLoop
0;1492022308988
1;1492022309328
2;1492022309420
3;1492022309504
4;1492022309602
5;1492022309759
6;1492022309880
7;1492022309987
8;1492022310119
9;1492022310235
10;1492022310375
11;1492022310456
12;1492022310572
13;1492022310720
14;1492022310843
15;1492022310960
16;1492022311078
17;1492022311195
18;1492022311320
19;1492022311440
20;1492022311561
21;1492022311676
22;1492022311800
23;1492022311919
24;1492022312027
25;1492022312151
26;1492022312268
27;1492022312384
28;1492022312503
29;1492022312627
30;1492022312748
31;1492022312872
32;1492022312979
33;1492022313096
34;1492022313216
35;1492022313340
36;1492022313460
37;1492022313577
38;1492022313695
39;1492022313815
40;1492022313928
41;1492022314044
42;1492022314160
43;1492022314283
44;1492022314399
45;1492022314517
46;1492022314636
47;1492022314756
48;1492022314882
49;1492022314996
50;1492022315115
51;1492022315235
52;1492022315360
53;1492022315476
54;1492022315596
55;1492022315716
56;1492022315836
57;1492022315952
58;1492022316073
59;1492022316188
60;1492022316312
61;1492022316428
62;1492022316544
63;1492022316660
64;1492022316778
65;1492022316898
66;1492022317008
67;1492022317124
68;1492022317240
69;1492022317364
70;1492022317489
71;1492022317612
72;1492022317732
73;1492022317852
74;1492022317980
75;1492022318105
76;1492022318228
77;1492022318348
78;1492022318464
79;1492022318581
80;1492022318696
81;1492022318817
82;1492022318936
83;1492022319048
84;1492022319160
85;1492022319276
86;1492022319396
87;1492022319511
88;1492022319628
89;1492022319748
90;1492022319871
91;1492022319989
92;1492022320108
93;1492022320232
94;1492022320349
95;1492022320465
96;1492022320584
97;1492022320704
98;1492022320828
99;1492022320944
100;1492022321066
101;1492022321180
102;1492022321301
103;1492022321424
104;1492022321541
105;1492022321652
106;1492022321769
107;1492022321888
108;1492022322005
109;1492022322120
110;1492022322249
111;1492022322368
112;1492022322485
113;1492022322600
114;1492022322716
115;1492022322840
116;1492022322961
117;1492022323080
118;1492022323201
119;1492022323320
120;1492022323445
121;1492022323560
122;1492022323680
123;1492022323804
124;1492022323921
125;1492022324040
126;1492022324160
127;1492022324273
128;1492022324388
129;1492022324497
130;1492022324613
131;1492022324744
132;1492022324868
133;1492022325033
134;1492022325145
135;1492022325280
136;1492022325412
137;1492022325545
138;1492022325676
139;1492022325808
140;1492022325925
141;1492022326033
142;1492022326146
143;1492022326261
144;1492022326381
145;1492022326498
146;1492022326616
147;1492022326728
148;1492022326845
149;1492022326970
150;1492022327063
151;1492022327173
152;1492022327275
153;1492022327382
154;1492022327529
155;1492022327647
156;1492022327756
157;1492022327872
158;1492022327981
159;1492022328100
160;1492022328213
161;1492022328328
162;1492022328437
163;1492022328556
164;1492022328672
165;1492022328789
166;1492022328896
167;1492022329009
168;1492022329120
169;1492022329237
170;1492022329345
171;1492022329465
172;1492022329576
173;1492022329693
174;1492022329800
175;1492022329914
176;1492022330025
177;1492022330140
178;1492022330250
179;1492022330365
180;1492022330482
181;1492022330610
182;1492022330722
183;1492022330839
184;1492022330949
185;1492022331057
186;1492022331177
187;1492022331288
188;1492022331409
189;1492022331521
190;1492022331637
191;1492022331746
192;1492022331856
193;1492022331969
194;1492022332085
195;1492022332193
196;1492022332304
