Tarefa;T1-AntesDaElasticidade;T2-DepoisDaElasticidade
0;1492731441007;1492731445230
1;1492731445742;1492731445746
2;1492731446118;1492731446120
3;1492731446494;1492731446495
4;1492731446847;1492731446849
5;1492731447234;1492731447235
6;1492731447582;1492731447584
7;1492731447934;1492731447938
8;1492731448286;1492731448287
9;1492731448634;1492731448635
10;1492731448982;1492731448985
11;1492731449338;1492731449340
12;1492731449698;1492731449700
13;1492731450054;1492731450055
14;1492731450410;1492731450411
15;1492731450758;1492731450759
16;1492731451110;1492731451111
17;1492731451458;1492731451459
18;1492731451806;1492731451807
19;1492731452154;1492731452156
20;1492731452502;1492731452509
21;1492731452858;1492731452860
22;1492731453206;1492731453207
23;1492731453554;1492731453555
24;1492731453902;1492731453903
25;1492731454250;1492731454251
26;1492731454598;1492731454599
27;1492731454946;1492731454947
28;1492731455298;1492731455299
29;1492731455650;1492731455651
30;1492731456002;1492731456006
31;1492731456358;1492731456359
32;1492731456710;1492731456712
33;1492731457062;1492731457063
34;1492731457414;1492731457420
35;1492731457774;1492731457775
36;1492731458130;1492731458131
37;1492731458482;1492731458483
38;1492731458834;1492731458835
39;1492731459190;1492731459191
40;1492731459546;1492731459550
41;1492731459902;1492731459903
42;1492731460254;1492731460255
43;1492731460606;1492731460607
44;1492731460958;1492731460959
45;1492731461306;1492731461307
46;1492731461662;1492731461664
47;1492731462014;1492731462015
48;1492731462366;1492731462367
49;1492731462718;1492731462719
50;1492731463070;1492731463071
51;1492731463422;1492731463423
52;1492731463774;1492731463777
53;1492731464136;1492731464139
54;1492731464490;1492731464491
55;1492731464842;1492731464843
56;1492731465194;1492731465204
57;1492731465554;1492731465557
58;1492731465906;1492731465909
59;1492731466258;1492731466259
60;1492731466610;1492731466611
61;1492731466962;1492731466963
62;1492731467310;1492731467311
63;1492731467662;1492731467665
64;1492731468014;1492731468015
65;1492731468366;1492731468368
66;1492731468718;1492731468721
67;1492731469070;1492731469071
68;1492731469422;1492731469423
69;1492731469774;1492731469779
70;1492731470126;1492731470131
71;1492731470482;1492731470483
72;1492731470830;1492731470832
73;1492731471182;1492731471183
74;1492731471530;1492731471531
75;1492731471882;1492731471883
76;1492731472230;1492731472233
77;1492731472582;1492731472583
78;1492731472930;1492731472931
79;1492731473282;1492731473283
80;1492731473630;1492731473634
81;1492731473982;1492731473984
82;1492731474338;1492731474340
83;1492731474694;1492731474697
84;1492731475046;1492731475047
85;1492731475394;1492731475395
86;1492731475742;1492731475743
87;1492731476090;1492731476091
88;1492731476438;1492731476439
89;1492731476786;1492731476787
90;1492731477138;1492731477140
91;1492731477490;1492731477491
92;1492731477838;1492731477839
93;1492731478194;1492731478195
94;1492731478550;1492731478552
95;1492731478902;1492731478907
96;1492731479254;1492731479255
97;1492731479602;1492731479604
98;1492731479950;1492731479951
99;1492731480302;1492731480303
100;1492731480654;1492731480655
101;1492731481010;1492731481011
102;1492731481362;1492731481363
103;1492731481714;1492731481715
104;1492731482070;1492731482071
105;1492731482418;1492731482419
106;1492731482774;1492731482776
107;1492731483126;1492731483128
108;1492731483478;1492731483479
109;1492731483830;1492731483832
110;1492731484182;1492731484189
111;1492731484542;1492731484545
112;1492731484950;1492731484954
113;1492731485306;1492731485325
114;1492731485674;1492731485677
115;1492731486026;1492731486028
116;1492731486374;1492731486377
117;1492731486726;1492731486729
118;1492731487074;1492731487075
119;1492731487422;1492731487423
120;1492731487770;1492731487771
121;1492731488118;1492731488123
122;1492731488470;1492731488471
123;1492731488818;1492731488819
124;1492731489166;1492731489169
125;1492731489518;1492731489522
126;1492731489870;1492731489876
127;1492731490222;1492731490223
128;1492731490578;1492731490579
129;1492731490942;1492731490943
130;1492731491290;1492731491291
131;1492731491642;1492731491643
132;1492731491994;1492731491995
133;1492731492342;1492731492343
134;1492731492690;1492731492691
135;1492731493038;1492731493039
136;1492731493386;1492731493387
137;1492731493734;1492731493735
138;1492731494086;1492731494088
139;1492731494438;1492731494439
140;1492731494790;1492731494791
141;1492731495134;1492731495136
142;1492731495482;1492731495483
143;1492731495826;1492731495827
144;1492731496170;1492731496171
145;1492731496514;1492731496515
146;1492731496862;1492731496863
147;1492731497210;1492731497211
148;1492731497558;1492731497561
149;1492731497910;1492731497912
150;1492731498258;1492731498261
151;1492731498614;1492731498615
152;1492731498966;1492731498968
153;1492731499310;1492731499311
154;1492731499654;1492731499659
155;1492731500002;1492731500003
156;1492731500350;1492731500351
157;1492731500698;1492731500699
158;1492731501046;1492731502949
159;1492731503306;1492731503313
160;1492731503514;1492731503516
161;1492731503718;1492731503720
162;1492731503902;1492731503903
163;1492731504106;1492731504108
164;1492731504310;1492731504312
165;1492731504506;1492731504507
166;1492731504702;1492731504704
167;1492731504898;1492731504901
168;1492731505118;1492731505119
169;1492731505314;1492731505316
170;1492731505510;1492731505511
171;1492731505706;1492731505707
172;1492731505902;1492731505904
173;1492731506098;1492731506099
174;1492731506294;1492731506295
175;1492731506510;1492731506512
176;1492731506734;1492731506735
177;1492731506930;1492731506931
178;1492731507126;1492731507127
179;1492731507322;1492731507325
180;1492731507518;1492731507528
181;1492731507722;1492731507724
182;1492731507918;1492731507920
183;1492731508114;1492731508115
184;1492731508310;1492731508311
185;1492731508506;1492731508507
186;1492731508702;1492731508704
187;1492731508898;1492731508899
188;1492731509094;1492731509095
189;1492731509290;1492731509292
190;1492731509486;1492731509487
191;1492731509682;1492731509683
192;1492731509878;1492731509880
193;1492731510074;1492731510075
194;1492731510270;1492731510272
195;1492731510466;1492731510467
196;1492731510662;1492731510665
197;1492731510858;1492731510859
198;1492731511054;1492731511056
199;1492731511250;1492731511252
200;1492731511446;1492731511447
201;1492731511642;1492731511646
202;1492731511838;1492731511839
203;1492731512030;1492731512032
204;1492731512222;1492731512225
205;1492731512418;1492731512419
206;1492731512610;1492731512611
207;1492731512802;1492731512803
208;1492731512998;1492731512999
209;1492731513190;1492731513194
210;1492731513386;1492731513387
211;1492731513578;1492731513579
212;1492731513774;1492731513775
213;1492731513970;1492731513971
214;1492731514166;1492731514167
215;1492731514362;1492731514365
216;1492731514558;1492731514561
217;1492731514754;1492731514757
218;1492731514950;1492731514951
219;1492731515150;1492731515151
220;1492731515414;1492731515416
221;1492731515646;1492731515647
222;1492731515898;1492731515900
223;1492731516150;1492731516152
224;1492731516390;1492731516391
225;1492731516582;1492731516583
226;1492731516778;1492731516779
227;1492731516974;1492731516975
228;1492731517170;1492731517171
229;1492731517362;1492731517363
230;1492731517558;1492731517559
231;1492731517750;1492731517751
232;1492731517946;1492731517947
233;1492731518138;1492731518139
234;1492731518330;1492731518331
235;1492731518558;1492731518559
236;1492731518754;1492731518755
237;1492731518950;1492731518951
238;1492731519202;1492731519203
239;1492731519430;1492731519432
240;1492731519698;1492731519699
241;1492731519894;1492731519896
242;1492731520086;1492731520087
243;1492731520282;1492731520284
244;1492731520490;1492731520492
245;1492731520686;1492731520688
246;1492731520882;1492731520884
247;1492731521082;1492731521084
248;1492731521278;1492731521280
249;1492731521474;1492731521476
250;1492731521698;1492731521700
251;1492731521900;1492731521901
252;1492731522094;1492731522096
253;1492731522290;1492731522291
254;1492731522482;1492731522483
255;1492731522674;1492731522678
256;1492731522870;1492731522871
257;1492731523066;1492731523067
258;1492731523258;1492731523260
259;1492731523454;1492731523455
260;1492731523650;1492731523652
261;1492731523854;1492731523856
262;1492731524046;1492731524047
263;1492731524238;1492731524241
264;1492731524434;1492731524435
265;1492731524630;1492731524633
266;1492731524826;1492731524828
267;1492731525022;1492731525026
268;1492731525218;1492731525221
269;1492731525414;1492731525415
270;1492731525606;1492731525607
271;1492731525798;1492731525801
272;1492731525994;1492731525996
273;1492731526190;1492731526191
274;1492731526386;1492731526389
275;1492731526582;1492731526584
276;1492731526775;1492731526777
277;1492731526974;1492731526975
278;1492731527166;1492731527167
279;1492731527362;1492731527363
280;1492731527554;1492731527556
281;1492731527746;1492731527747
282;1492731527942;1492731527944
283;1492731528138;1492731528139
284;1492731528330;1492731528335
285;1492731528526;1492731528527
286;1492731528718;1492731528719
287;1492731528915;1492731528916
288;1492731529110;1492731529112
289;1492731529302;1492731529303
290;1492731529494;1492731529495
291;1492731529686;1492731529687
292;1492731529878;1492731529879
293;1492731530070;1492731530071
294;1492731530262;1492731530264
295;1492731530458;1492731530459
296;1492731530650;1492731530652
297;1492731530842;1492731530844
298;1492731531034;1492731531035
299;1492731531234;1492731531236
300;1492731531426;1492731531427
301;1492731531618;1492731531620
302;1492731531810;1492731531811
303;1492731532002;1492731532003
304;1492731532194;1492731532195
305;1492731532386;1492731532388
306;1492731532578;1492731532584
307;1492731532778;1492731532780
308;1492731532970;1492731532971
309;1492731533162;1492731533164
