T1-AntesDeConectar;T2-AposConectar
1492015640417;1492015649296

Contador;IniLoop
0;1492015649300
1;1492015650404
2;1492015650542
3;1492015650687
4;1492015650825
5;1492015650973
6;1492015651105
7;1492015651250
8;1492015651394
9;1492015651542
10;1492015651673
11;1492015651805
12;1492015651949
13;1492015652085
14;1492015652225
15;1492015652384
16;1492015652520
17;1492015652653
18;1492015652789
19;1492015652924
20;1492015653072
21;1492015653220
22;1492015653356
23;1492015653492
24;1492015653632
25;1492015653765
26;1492015653900
27;1492015654034
28;1492015654168
29;1492015654306
30;1492015654442
31;1492015654578
32;1492015654714
33;1492015654856
34;1492015654996
35;1492015655129
36;1492015655266
37;1492015655400
38;1492015655539
39;1492015655674
40;1492015655808
41;1492015655946
42;1492015656081
43;1492015656218
44;1492015656354
45;1492015656490
46;1492015656626
47;1492015656761
48;1492015656898
49;1492015657032
50;1492015657171
51;1492015657304
52;1492015657443
53;1492015657578
54;1492015657712
55;1492015657851
56;1492015657985
57;1492015658123
58;1492015658257
59;1492015658395
60;1492015658530
61;1492015658665
62;1492015658804
63;1492015658937
64;1492015659075
65;1492015659209
66;1492015659347
67;1492015659493
68;1492015659626
69;1492015659765
70;1492015659902
71;1492015660039
72;1492015660173
73;1492015660312
74;1492015660448
75;1492015660584
76;1492015660719
77;1492015660854
78;1492015660990
79;1492015661126
80;1492015661264
81;1492015661404
82;1492015661538
83;1492015661675
84;1492015661810
85;1492015661948
86;1492015662082
87;1492015662219
88;1492015662360
89;1492015662494
90;1492015662631
91;1492015662767
92;1492015662903
93;1492015663038
94;1492015663175
95;1492015663316
96;1492015663453
97;1492015663595
98;1492015663738
99;1492015663886
100;1492015664028
101;1492015664184
102;1492015664322
103;1492015664459
104;1492015664598
105;1492015664731
106;1492015664869
107;1492015665004
108;1492015665141
109;1492015665280
110;1492015665415
111;1492015665553
112;1492015665687
113;1492015665824
114;1492015665960
115;1492015666097
116;1492015666234
117;1492015666374
118;1492015666513
119;1492015666647
120;1492015666784
121;1492015666920
122;1492015667057
123;1492015667208
124;1492015667347
125;1492015667485
126;1492015667623
127;1492015667761
128;1492015667902
129;1492015668041
130;1492015668178
131;1492015668318
132;1492015668458
133;1492015668592
134;1492015668730
135;1492015668867
136;1492015669005
137;1492015669145
138;1492015669280
139;1492015669417
140;1492015669551
141;1492015669689
142;1492015669823
143;1492015669964
144;1492015670101
145;1492015670236
146;1492015670373
147;1492015670511
148;1492015670649
149;1492015670783
150;1492015670922
151;1492015671061
152;1492015671195
153;1492015671333
154;1492015671472
155;1492015671610
156;1492015671748
157;1492015671885
158;1492015672026
159;1492015672167
160;1492015672305
161;1492015672456
162;1492015672598
163;1492015672744
164;1492015672882
165;1492015673021
166;1492015673160
167;1492015673297
168;1492015673437
169;1492015673573
170;1492015673711
171;1492015673849
172;1492015673990
173;1492015674129
174;1492015674265
175;1492015674404
176;1492015674542
177;1492015674680
178;1492015674817
179;1492015674953
180;1492015675093
181;1492015675234
182;1492015675373
183;1492015675509
184;1492015675649
185;1492015675784
186;1492015675922
187;1492015676061
188;1492015676197
189;1492015676333
190;1492015676472
191;1492015676611
192;1492015676748
193;1492015676889
194;1492015677026
195;1492015677165
196;1492015677312
197;1492015677452
198;1492015677590
199;1492015677730
200;1492015677869
201;1492015678007
202;1492015678145
203;1492015678286
204;1492015678426
205;1492015678565
206;1492015678703
207;1492015678842
208;1492015678982
209;1492015679121
210;1492015679261
211;1492015679398
212;1492015679537
213;1492015679678
214;1492015679818
215;1492015679956
216;1492015680094
217;1492015680233
218;1492015680379
219;1492015680523
220;1492015680666
221;1492015680811
222;1492015680954
223;1492015681101
224;1492015681243
225;1492015681380
226;1492015681518
227;1492015681657
228;1492015681799
229;1492015681938
230;1492015682077
231;1492015682215
232;1492015682353
233;1492015682494
234;1492015682635
235;1492015682775
236;1492015682914
237;1492015683053
238;1492015683197
239;1492015683333
240;1492015683474
241;1492015683614
242;1492015683753
243;1492015683895
244;1492015684040
245;1492015684179
246;1492015684357
247;1492015684555
248;1492015684756
249;1492015684913
250;1492015685049
251;1492015685190
252;1492015685343
253;1492015685486
254;1492015685626
255;1492015685767
256;1492015685913
257;1492015686049
258;1492015686187
259;1492015686326
260;1492015686465
261;1492015686603
262;1492015686741
263;1492015686880
264;1492015687018
265;1492015687156
266;1492015687295
267;1492015687432
268;1492015687571
269;1492015687710
270;1492015687849
271;1492015687986
272;1492015688126
273;1492015688267
274;1492015688406
275;1492015688546
276;1492015688683
277;1492015688822
278;1492015688959
279;1492015689099
280;1492015689237
281;1492015689375
282;1492015689514
283;1492015689651
284;1492015689791
285;1492015689930
286;1492015690067
287;1492015690206
288;1492015690344
289;1492015690484
290;1492015690626
291;1492015690768
292;1492015690906
293;1492015691049
294;1492015691188
295;1492015691326
296;1492015691468
297;1492015691607
298;1492015691747
299;1492015691888
300;1492015692026
301;1492015692168
302;1492015692307
303;1492015692447
304;1492015692589
305;1492015692726
306;1492015692868
307;1492015693006
308;1492015693148
309;1492015693288
310;1492015693427
311;1492015693568
312;1492015693707
313;1492015693848
314;1492015693988
315;1492015694126
316;1492015694268
317;1492015694406
318;1492015694544
319;1492015694684
320;1492015694823
321;1492015694965
322;1492015695102
323;1492015695243
324;1492015695383
325;1492015695522
326;1492015695664
327;1492015695803
328;1492015695945
329;1492015696084
330;1492015696223
331;1492015696365
332;1492015696506
333;1492015696648
334;1492015696789
335;1492015696927
336;1492015697068
337;1492015697207
338;1492015697352
339;1492015697492
340;1492015697632
341;1492015697771
342;1492015697912
343;1492015698052
344;1492015698192
345;1492015698333
346;1492015698472
347;1492015698611
348;1492015698759
349;1492015698900
350;1492015699039
351;1492015699181
352;1492015699320
353;1492015699458
354;1492015699602
355;1492015699744
356;1492015699882
357;1492015700024
358;1492015700166
359;1492015700310
360;1492015700452
361;1492015700593
362;1492015700732
363;1492015700872
364;1492015701012
365;1492015701156
366;1492015701301
367;1492015701443
368;1492015701586
369;1492015701732
370;1492015701874
371;1492015702016
372;1492015702156
373;1492015702297
374;1492015702436
375;1492015702577
376;1492015702718
377;1492015702859
378;1492015703001
379;1492015703141
380;1492015703280
381;1492015703421
382;1492015703561
383;1492015703699
384;1492015703842
385;1492015703986
386;1492015704126
387;1492015704285
388;1492015704428
389;1492015704568
390;1492015704709
391;1492015704853
392;1492015704993
393;1492015705136
394;1492015705284
395;1492015705430
396;1492015705573
397;1492015705712
398;1492015705855
399;1492015705996
400;1492015706140
401;1492015706283
402;1492015706424
403;1492015706569
404;1492015706707
405;1492015706849
406;1492015706989
407;1492015707132
408;1492015707273
409;1492015707425
410;1492015707568
411;1492015707714
412;1492015707857
413;1492015708000
414;1492015708150
