Tarefa;T1-AntesDaElasticidade;T2-DepoisDaElasticidade
0;1492014821172;1492014825302
1;1492014825442;1492014825449
2;1492014825530;1492014825532
3;1492014825614;1492014825615
4;1492014825703;1492014825704
5;1492014825786;1492014825787
6;1492014825874;1492014825875
7;1492014825954;1492014825955
8;1492014826034;1492014826035
9;1492014826114;1492014826115
10;1492014826194;1492014826195
11;1492014826274;1492014826275
12;1492014826354;1492014826355
13;1492014826434;1492014826435
14;1492014826514;1492014826515
15;1492014826594;1492014826596
16;1492014826674;1492014826675
17;1492014826754;1492014826757
18;1492014826834;1492014826835
19;1492014826914;1492014826915
20;1492014826994;1492014826997
21;1492014827074;1492014827076
22;1492014827154;1492014827155
23;1492014827234;1492014827235
24;1492014827314;1492014827315
25;1492014827394;1492014827395
26;1492014827474;1492014827476
27;1492014827554;1492014827555
28;1492014827634;1492014827635
29;1492014827714;1492014827715
30;1492014827794;1492014827796
31;1492014827874;1492014827875
32;1492014827958;1492014827959
33;1492014828038;1492014828039
34;1492014828118;1492014828119
35;1492014828198;1492014828199
36;1492014828278;1492014828279
37;1492014828358;1492014828359
38;1492014828438;1492014828439
39;1492014828518;1492014828519
40;1492014828598;1492014828599
41;1492014828678;1492014828679
42;1492014828758;1492014828759
43;1492014828838;1492014828839
44;1492014828918;1492014828919
45;1492014828998;1492014828999
46;1492014829082;1492014829083
47;1492014829162;1492014829163
48;1492014829242;1492014829243
49;1492014829322;1492014829324
50;1492014829402;1492014829403
51;1492014829482;1492014829483
52;1492014829562;1492014829566
53;1492014829646;1492014829647
54;1492014829726;1492014829727
55;1492014829806;1492014829807
56;1492014829886;1492014829887
57;1492014829970;1492014829971
58;1492014830050;1492014830051
59;1492014830130;1492014830131
60;1492014830210;1492014830211
61;1492014830290;1492014830291
62;1492014830370;1492014830371
63;1492014830450;1492014830451
64;1492014830530;1492014830531
65;1492014830618;1492014830619
66;1492014830702;1492014830703
67;1492014830782;1492014830783
68;1492014830862;1492014830863
69;1492014830942;1492014830944
70;1492014831022;1492014831023
71;1492014831102;1492014831103
72;1492014831182;1492014831183
73;1492014831262;1492014831263
74;1492014831346;1492014831347
75;1492014831426;1492014831427
76;1492014831506;1492014831507
77;1492014831586;1492014831587
