Contador,Tempo,Tempo Milisegundos,Total Hosts Ativos,Total CPU Alocada,Total CPU Usada,Total RAM Alocada,Total RAM Usada,CPU Limite Superior,CPU Limite Inferior,% Carga de CPU,Load Calculado,Threshold Inferior,Threshold Superior,Tempos de Monitoramento
1;0;1494001494055;1;200.0;2.0;3970948.0;426928.0;160.0;80.0;0.01;0.005;0.4;0.8;;1494001329
2;15;1494001508965;1;200.0;2.0;3970948.0;416660.0;160.0;80.0;0.01;0.0075;0.4;0.8;;1494001339
3;30;1494001523997;1;200.0;0.0;3970948.0;419844.0;160.0;80.0;0.0;0.00375;0.4;0.8;;1494001353
4;45;1494001538987;1;200.0;0.0;3970948.0;411588.0;160.0;80.0;0.0;0.001875;0.4;0.8;;1494001373
5;60;1494001553990;1;200.0;2.0;3970948.0;410384.0;160.0;80.0;0.01;0.0059375;0.4;0.8;;1494001387
6;75;1494001569008;1;200.0;192.0;3970948.0;445696.0;160.0;80.0;0.96;0.48296875;0.4;0.8;;1494001401
7;90;1494001583992;1;200.0;174.0;3970948.0;435348.0;160.0;80.0;0.87;0.67648435;0.4;0.8;;1494001418
8;105;1494001598993;1;200.0;192.0;3970948.0;443912.0;160.0;80.0;0.96;0.8182422;0.4;0.8;;1494001434
9;120;1494001614009;1;200.0;186.0;3970948.0;430948.0;160.0;80.0;0.93;0.87412107;0.4;0.8;;1494001444
10;135;1494001628995;1;200.0;190.0;3970948.0;432116.0;160.0;80.0;0.95;0.9120605;0.4;0.8;;1494001458
11;150;1494001643996;1;200.0;172.0;3970948.0;428224.0;160.0;80.0;0.86;0.88603026;0.4;0.8;;1494001478
12;165;1494001658997;1;200.0;182.0;3970948.0;425024.0;160.0;80.0;0.91;0.89801514;0.4;0.8;;1494001494
13;180;1494001674089;1;200.0;178.0;3970948.0;402136.0;160.0;80.0;0.89;0.89400756;0.4;0.8;;1494001504
14;195;1494001689014;1;200.0;188.0;3970948.0;397652.0;160.0;80.0;0.94;0.91700375;0.4;0.8;;1494001519
15;210;1494001704014;1;200.0;178.0;3970948.0;383328.0;160.0;80.0;0.89;0.90350187;0.4;0.8;;1494001533
16;225;1494001719031;1;200.0;194.0;3970948.0;368708.0;160.0;80.0;0.97;0.93675095;0.4;0.8;;1494001550
17;240;1494001734032;1;200.0;162.0;3970948.0;371684.0;160.0;80.0;0.81;0.8733755;0.4;0.8;;1494001564
18;255;1494001749016;1;200.0;190.0;3970948.0;371892.0;160.0;80.0;0.95;0.91168773;0.4;0.8;;1494001583
19;270;1494001764252;1;200.0;192.0;3970948.0;369428.0;160.0;80.0;0.96;0.9358438;0.4;0.8;;1494001599
20;285;1494001779019;2;400.0;320.0;7941896.0;813124.0;320.0;160.0;0.8;0.86792195;0.4;0.8;;1494001609;1494001609
21;300;1494001794050;2;400.0;352.0;7941896.0;822428.0;320.0;160.0;0.88;0.873961;0.4;0.8;;1494001625;1494001625
22;315;1494001809114;2;400.0;324.0;7941896.0;814672.0;320.0;160.0;0.81;0.84198046;0.4;0.8;;1494001644;1494001640
23;330;1494001824068;2;400.0;336.0;7941896.0;788168.0;320.0;160.0;0.84;0.8409902;0.4;0.8;;1494001654;1494001650
24;345;1494001839038;2;400.0;342.0;7941896.0;794224.0;320.0;160.0;0.855;0.8479951;0.4;0.8;;1494001668;1494001665
25;360;1494001854148;2;400.0;324.0;7941896.0;792460.0;320.0;160.0;0.81;0.82899755;0.4;0.8;;1494001685;1494001688
26;375;1494001869256;2;400.0;330.0;7941896.0;797848.0;320.0;160.0;0.825;0.8269988;0.4;0.8;;1494001701;1494001704
27;390;1494001884087;2;400.0;356.0;7941896.0;787136.0;320.0;160.0;0.89;0.8584994;0.4;0.8;;1494001715;1494001715
28;405;1494001899073;2;400.0;348.0;7941896.0;794368.0;320.0;160.0;0.87;0.8642497;0.4;0.8;;1494001732;1494001729
29;420;1494001914463;2;400.0;366.0;7941896.0;803556.0;320.0;160.0;0.915;0.88962483;0.4;0.8;;1494001749;1494001748
30;435;1494001929059;2;400.0;348.0;7941896.0;794148.0;320.0;160.0;0.87;0.8798124;0.4;0.8;;1494001760;1494001755
31;450;1494001944060;2;400.0;324.0;7941896.0;797636.0;320.0;160.0;0.81;0.8449062;0.4;0.8;;1494001774;1494001774
32;465;1494001959104;3;600.0;356.0;1.1912844E7;1244720.0;480.0;240.0;0.5933333;0.7191198;0.4;0.8;;1494001794;1494001790;1494001789
33;480;1494001974076;3;600.0;498.0;1.1912844E7;1241936.0;480.0;240.0;0.83;0.77455986;0.4;0.8;;1494001805;1494001800;1494001804
34;495;1494001989141;3;600.0;438.0;1.1912844E7;1231696.0;480.0;240.0;0.73;0.75227994;0.4;0.8;;1494001821;1494001820;1494001820
35;510;1494002004081;3;600.0;462.0;1.1912844E7;1229196.0;480.0;240.0;0.77;0.76114;0.4;0.8;;1494001835;1494001835;1494001834
36;525;1494002019300;3;600.0;496.0;1.1912844E7;1208188.0;480.0;240.0;0.82666665;0.79390335;0.4;0.8;;1494001845;1494001844;1494001853
37;540;1494002034128;3;600.0;492.0;1.1912844E7;1211596.0;480.0;240.0;0.82;0.80695164;0.4;0.8;;1494001865;1494001865;1494001860
38;555;1494002049155;3;600.0;450.0;1.1912844E7;1198296.0;480.0;240.0;0.75;0.7784758;0.4;0.8;;1494001881;1494001880;1494001880
39;570;1494002064369;3;600.0;476.0;1.1912844E7;1204828.0;480.0;240.0;0.79333335;0.7859046;0.4;0.8;;1494001899;1494001895;1494001895
40;585;1494002079694;3;600.0;486.0;1.1912844E7;1212620.0;480.0;240.0;0.81;0.7979523;0.4;0.8;;1494001909;1494001905;1494001914
41;600;1494002094443;3;600.0;440.0;1.1912844E7;1198824.0;480.0;240.0;0.73333335;0.7656428;0.4;0.8;;1494001924;1494001925;1494001929
42;615;1494002109163;3;600.0;474.0;1.1912844E7;1200576.0;480.0;240.0;0.79;0.7778214;0.4;0.8;;1494001940;1494001940;1494001944
43;630;1494002124101;3;600.0;466.0;1.1912844E7;1188916.0;480.0;240.0;0.77666664;0.77724403;0.4;0.8;;1494001951;1494001955;1494001950
44;645;1494002139148;3;600.0;438.0;1.1912844E7;1181276.0;480.0;240.0;0.73;0.75362206;0.4;0.8;;1494001971;1494001966;1494001966
45;660;1494002154144;3;600.0;478.0;1.1912844E7;1180588.0;480.0;240.0;0.7966667;0.77514434;0.4;0.8;;1494001986;1494001981;1494001985
46;675;1494002169149;3;600.0;464.0;1.1912844E7;1175396.0;480.0;240.0;0.7733333;0.7742388;0.4;0.8;;1494002001;1494002000;1494001999
47;690;1494002184165;3;600.0;488.0;1.1912844E7;1184048.0;480.0;240.0;0.81333333;0.79378605;0.4;0.8;;1494002011;1494002010;1494002015
48;705;1494002199134;3;600.0;456.0;1.1912844E7;1153516.0;480.0;240.0;0.76;0.776893;0.4;0.8;;1494002028;1494002030;1494002025
49;720;1494002214229;4;800.0;578.0;1.5883792E7;1572988.0;640.0;320.0;0.7225;0.7496965;0.4;0.8;;1494002045;1494002045;1494002046;1494002044
50;735;1494002229152;4;800.0;618.0;1.5883792E7;1604808.0;640.0;320.0;0.7725;0.76109827;0.4;0.8;;1494002057;1494002055;1494002060;1494002061
51;750;1494002244269;4;800.0;608.0;1.5883792E7;1581008.0;640.0;320.0;0.76;0.7605491;0.4;0.8;;1494002076;1494002076;1494002070;1494002075
52;765;1494002259248;4;800.0;590.0;1.5883792E7;1571880.0;640.0;320.0;0.7375;0.74902457;0.4;0.8;;1494002092;1494002092;1494002090;1494002085
53;780;1494002274232;4;800.0;602.0;1.5883792E7;1565100.0;640.0;320.0;0.7525;0.7507623;0.4;0.8;;1494002105;1494002105;1494002105;1494002101
54;795;1494002289202;4;800.0;532.0;1.5883792E7;1549804.0;640.0;320.0;0.665;0.70788115;0.4;0.8;;1494002115;1494002116;1494002120;1494002120
55;810;1494002304187;4;800.0;556.0;1.5883792E7;1556788.0;640.0;320.0;0.695;0.7014406;0.4;0.8;;1494002136;1494002136;1494002135;1494002129
56;825;1494002319267;4;800.0;566.0;1.5883792E7;1553408.0;640.0;320.0;0.7075;0.7044703;0.4;0.8;;1494002152;1494002151;1494002149;1494002150
57;840;1494002334252;4;800.0;556.0;1.5883792E7;1558740.0;640.0;320.0;0.695;0.69973516;0.4;0.8;;1494002166;1494002167;1494002165;1494002167
58;855;1494002349175;4;800.0;568.0;1.5883792E7;1543692.0;640.0;320.0;0.71;0.7048676;0.4;0.8;;1494002176;1494002180;1494002175;1494002181
59;870;1494002364207;4;800.0;592.0;1.5883792E7;1556820.0;640.0;320.0;0.74;0.7224338;0.4;0.8;;1494002191;1494002196;1494002195;1494002189
60;885;1494002379224;4;800.0;574.0;1.5883792E7;1527576.0;640.0;320.0;0.7175;0.7199669;0.4;0.8;;1494002211;1494002210;1494002210;1494002209
61;900;1494002394163;4;800.0;582.0;1.5883792E7;1537324.0;640.0;320.0;0.7275;0.7237334;0.4;0.8;;1494002221;1494002220;1494002225;1494002225
62;915;1494002409211;4;800.0;518.0;1.5883792E7;1524384.0;640.0;320.0;0.6475;0.68561673;0.4;0.8;;1494002241;1494002240;1494002235;1494002240
63;930;1494002424212;4;800.0;540.0;1.5883792E7;1505740.0;640.0;320.0;0.675;0.68030834;0.4;0.8;;1494002256;1494002255;1494002255;1494002254
64;945;1494002439197;4;800.0;574.0;1.5883792E7;1517752.0;640.0;320.0;0.7175;0.69890416;0.4;0.8;;1494002271;1494002270;1494002271;1494002270
65;960;1494002454234;4;800.0;592.0;1.5883792E7;1495404.0;640.0;320.0;0.74;0.7194521;0.4;0.8;;1494002281;1494002281;1494002280;1494002287
66;975;1494002469222;4;800.0;562.0;1.5883792E7;1495196.0;640.0;320.0;0.7025;0.710976;0.4;0.8;;1494002301;1494002302;1494002300;1494002295
67;990;1494002484504;4;800.0;542.0;1.5883792E7;1486644.0;640.0;320.0;0.6775;0.694238;0.4;0.8;;1494002316;1494002318;1494002315;1494002314
68;1005;1494002499271;4;800.0;566.0;1.5883792E7;1495100.0;640.0;320.0;0.7075;0.70086896;0.4;0.8;;1494002331;1494002325;1494002330;1494002331
69;1020;1494002514272;4;800.0;602.0;1.5883792E7;1490696.0;640.0;320.0;0.7525;0.72668445;0.4;0.8;;1494002340;1494002345;1494002340;1494002346
70;1035;1494002529312;4;800.0;536.0;1.5883792E7;1494284.0;640.0;320.0;0.67;0.6983422;0.4;0.8;;1494002355;1494002361;1494002360;1494002355
71;1050;1494002544269;4;800.0;544.0;1.5883792E7;1487372.0;640.0;320.0;0.68;0.6891711;0.4;0.8;;1494002376;1494002375;1494002374;1494002375
72;1065;1494002559238;4;800.0;588.0;1.5883792E7;1493408.0;640.0;320.0;0.735;0.71208555;0.4;0.8;;1494002385;1494002386;1494002390;1494002391
73;1080;1494002574271;4;800.0;520.0;1.5883792E7;1501380.0;640.0;320.0;0.65;0.6810428;0.4;0.8;;1494002405;1494002406;1494002400;1494002400
74;1095;1494002589226;4;800.0;552.0;1.5883792E7;1503000.0;640.0;320.0;0.69;0.68552136;0.4;0.8;;1494002420;1494002422;1494002416;1494002420
75;1110;1494002604211;4;800.0;554.0;1.5883792E7;1511360.0;640.0;320.0;0.6925;0.6890107;0.4;0.8;;1494002436;1494002436;1494002435;1494002437
76;1125;1494002619243;4;800.0;562.0;1.5883792E7;1507276.0;640.0;320.0;0.7025;0.69575536;0.4;0.8;;1494002446;1494002447;1494002445;1494002450
77;1140;1494002634229;4;800.0;514.0;1.5883792E7;1514800.0;640.0;320.0;0.6425;0.6691277;0.4;0.8;;1494002467;1494002462;1494002465;1494002459
78;1155;1494002649246;4;800.0;548.0;1.5883792E7;1506388.0;640.0;320.0;0.685;0.6770638;0.4;0.8;;1494002483;1494002480;1494002479;1494002480
79;1170;1494002664278;4;800.0;532.0;1.5883792E7;1520520.0;640.0;320.0;0.665;0.67103195;0.4;0.8;;1494002495;1494002491;1494002495;1494002497
80;1185;1494002679304;4;800.0;524.0;1.5883792E7;1493256.0;640.0;320.0;0.655;0.66301596;0.4;0.8;;1494002510;1494002510;1494002506;1494002510
81;1200;1494002694336;4;800.0;544.0;1.5883792E7;1511460.0;640.0;320.0;0.68;0.67150795;0.4;0.8;;1494002526;1494002526;1494002525;1494002519
82;1215;1494002709277;4;800.0;532.0;1.5883792E7;1510652.0;640.0;320.0;0.665;0.668254;0.4;0.8;;1494002540;1494002541;1494002540;1494002535
83;1230;1494002724324;4;800.0;502.0;1.5883792E7;1513084.0;640.0;320.0;0.6275;0.647877;0.4;0.8;;1494002550;1494002551;1494002556;1494002556
84;1245;1494002739514;4;800.0;510.0;1.5883792E7;1526540.0;640.0;320.0;0.6375;0.6426885;0.4;0.8;;1494002571;1494002573;1494002570;1494002565
85;1260;1494002755800;4;800.0;524.0;1.5883792E7;1516588.0;640.0;320.0;0.655;0.64884424;0.4;0.8;;1494002586;1494002589;1494002584;1494002585
86;1275;1494002769515;4;800.0;536.0;1.5883792E7;1536340.0;640.0;320.0;0.67;0.65942216;0.4;0.8;;1494002602;1494002604;1494002601;1494002602
87;1290;1494002784360;4;800.0;536.0;1.5883792E7;1537612.0;640.0;320.0;0.67;0.6647111;0.4;0.8;;1494002611;1494002612;1494002611;1494002617
88;1305;1494002799438;4;800.0;530.0;1.5883792E7;1526048.0;640.0;320.0;0.6625;0.6636056;0.4;0.8;;1494002632;1494002628;1494002631;1494002625
