Tarefa;T1-AntesDaElasticidade;T2-DepoisDaElasticidade
0;1492728806981;1492728808393
1;1492728808846;1492728808849
2;1492728809146;1492728809147
3;1492728809454;1492728809455
4;1492728809738;1492728809740
5;1492728810046;1492728810047
6;1492728810330;1492728810331
7;1492728810610;1492728810611
8;1492728810894;1492728810895
9;1492728811210;1492728811215
10;1492728811494;1492728811495
11;1492728811774;1492728811775
12;1492728812066;1492728812067
13;1492728812346;1492728812347
14;1492728812650;1492728812651
15;1492728812938;1492728812943
16;1492728813230;1492728813231
17;1492728813510;1492728813511
18;1492728813794;1492728813796
19;1492728814078;1492728814079
20;1492728814358;1492728814359
21;1492728814638;1492728814639
22;1492728814918;1492728814919
23;1492728815202;1492728815206
24;1492728815490;1492728815491
25;1492728815770;1492728815771
26;1492728816050;1492728816051
27;1492728816330;1492728816333
28;1492728816610;1492728816611
29;1492728816890;1492728816891
30;1492728817170;1492728817171
31;1492728817450;1492728817451
32;1492728817730;1492728817731
33;1492728818010;1492728818011
34;1492728818290;1492728818293
35;1492728818574;1492728818575
36;1492728818854;1492728818855
37;1492728819138;1492728819145
38;1492728819430;1492728819435
39;1492728819718;1492728819722
40;1492728820006;1492728820010
41;1492728820290;1492728820300
42;1492728820578;1492728820580
43;1492728820858;1492728820860
44;1492728821138;1492728821140
45;1492728821418;1492728821421
46;1492728821702;1492728821704
47;1492728821982;1492728821983
48;1492728822262;1492728822265
49;1492728822546;1492728822547
50;1492728822826;1492728822828
51;1492728823110;1492728823111
52;1492728823390;1492728823391
53;1492728823674;1492728823676
54;1492728823958;1492728823959
55;1492728824242;1492728824243
56;1492728824526;1492728824527
57;1492728824814;1492728824815
58;1492728825098;1492728825111
59;1492728825394;1492728825396
60;1492728825678;1492728825679
61;1492728825962;1492728825965
62;1492728826246;1492728826253
63;1492728826534;1492728826535
64;1492728826818;1492728826820
65;1492728827102;1492728827103
66;1492728827386;1492728827388
67;1492728827670;1492728827671
68;1492728827954;1492728827955
69;1492728828238;1492728828240
70;1492728828522;1492728828525
71;1492728828806;1492728828809
72;1492728829094;1492728829095
73;1492728829378;1492728829380
74;1492728829666;1492728829667
75;1492728829950;1492728829953
76;1492728830234;1492728830235
77;1492728830518;1492728830521
78;1492728830802;1492728830803
79;1492728831082;1492728831083
80;1492728831366;1492728831369
81;1492728831650;1492728831652
82;1492728831934;1492728831935
83;1492728832218;1492728832219
84;1492728832502;1492728832503
85;1492728832786;1492728832787
86;1492728833070;1492728833071
87;1492728833354;1492728833356
88;1492728833638;1492728833641
89;1492728833922;1492728833926
90;1492728834206;1492728834208
91;1492728834490;1492728834491
92;1492728834774;1492728834775
93;1492728835058;1492728835059
94;1492728835342;1492728835343
95;1492728835630;1492728835631
96;1492728835914;1492728835915
97;1492728836198;1492728836199
98;1492728836482;1492728836483
99;1492728836762;1492728836763
100;1492728837042;1492728837043
101;1492728837326;1492728837327
102;1492728837606;1492728837610
103;1492728837890;1492728837891
104;1492728838174;1492728838175
105;1492728838454;1492728838455
106;1492728838734;1492728838736
107;1492728839018;1492728839021
108;1492728839306;1492728839313
109;1492728839598;1492728839601
110;1492728839898;1492728839901
111;1492728840186;1492728840196
112;1492728840486;1492728840488
113;1492728840770;1492728840771
114;1492728841054;1492728841055
115;1492728841338;1492728841340
116;1492728841622;1492728841624
117;1492728841906;1492728841913
118;1492728842194;1492728842195
119;1492728842474;1492728842475
120;1492728842754;1492728842756
121;1492728843038;1492728843039
122;1492728843322;1492728843323
123;1492728843602;1492728843606
124;1492728843886;1492728843887
125;1492728844170;1492728844171
126;1492728844450;1492728844451
127;1492728844734;1492728844735
128;1492728845026;1492728845027
129;1492728845354;1492728845355
130;1492728845686;1492728845687
131;1492728845970;1492728845975
132;1492728846258;1492728846261
133;1492728846542;1492728846543
134;1492728846826;1492728846828
135;1492728847106;1492728847109
136;1492728847390;1492728847396
137;1492728847678;1492728847680
138;1492728847958;1492728847959
139;1492728848238;1492728848240
140;1492728848518;1492728848521
141;1492728848802;1492728848803
142;1492728849090;1492728849091
143;1492728849374;1492728849375
144;1492728849662;1492728849663
145;1492728849942;1492728849943
146;1492728850222;1492728850223
147;1492728850502;1492728850504
148;1492728850782;1492728850783
149;1492728851062;1492728851066
150;1492728851346;1492728851347
151;1492728851626;1492728851627
152;1492728851910;1492728851911
153;1492728852194;1492728852195
154;1492728852474;1492728852476
155;1492728852754;1492728852756
156;1492728853034;1492728853035
157;1492728853314;1492728853315
158;1492728853594;1492728853597
159;1492728853878;1492728853880
160;1492728854158;1492728854159
161;1492728854438;1492728854442
162;1492728854722;1492728854723
163;1492728855002;1492728855004
164;1492728855286;1492728855287
165;1492728855566;1492728855567
