T1-AntesDeConectar;T2-AposConectar
1492728996953;1492729007009

Contador;IniLoop
0;1492729007014
1;1492729007883
2;1492729007991
3;1492729008106
4;1492729008227
5;1492729008343
6;1492729008464
7;1492729008606
8;1492729008732
9;1492729008851
10;1492729008970
11;1492729009099
12;1492729009260
13;1492729009420
14;1492729009586
15;1492729009747
16;1492729009910
17;1492729010047
18;1492729010184
19;1492729010306
20;1492729010406
21;1492729010526
22;1492729010652
23;1492729010778
24;1492729010928
25;1492729011080
26;1492729011246
27;1492729011383
28;1492729011512
29;1492729011620
30;1492729011736
31;1492729011862
32;1492729012008
33;1492729012144
34;1492729012272
35;1492729012402
36;1492729012528
37;1492729012651
38;1492729012779
39;1492729012908
40;1492729013031
41;1492729013155
42;1492729013279
43;1492729013437
44;1492729013559
45;1492729013694
46;1492729013827
47;1492729013954
48;1492729014100
49;1492729014255
50;1492729014376
51;1492729014510
52;1492729014628
53;1492729014752
54;1492729014872
55;1492729014995
56;1492729015116
57;1492729015240
58;1492729015364
59;1492729015508
60;1492729015637
61;1492729015764
62;1492729015890
63;1492729016020
64;1492729016152
65;1492729016284
66;1492729016404
67;1492729016532
68;1492729016644
69;1492729016772
70;1492729016892
71;1492729017020
72;1492729017140
73;1492729017261
74;1492729017394
75;1492729017530
76;1492729017657
77;1492729017780
78;1492729017900
79;1492729018028
80;1492729018158
81;1492729018279
82;1492729018404
83;1492729018530
84;1492729018652
85;1492729018778
86;1492729018902
87;1492729019024
88;1492729019149
89;1492729019273
90;1492729019396
91;1492729019520
92;1492729019649
93;1492729019774
94;1492729019896
95;1492729020032
96;1492729020185
97;1492729020308
98;1492729020459
99;1492729020600
100;1492729020727
101;1492729020849
102;1492729020977
103;1492729021103
104;1492729021227
105;1492729021356
106;1492729021485
107;1492729021612
108;1492729021740
109;1492729021871
110;1492729022003
111;1492729022123
112;1492729022253
113;1492729022379
114;1492729022499
115;1492729022630
116;1492729022753
117;1492729022884
118;1492729023012
119;1492729023136
120;1492729023260
121;1492729023383
122;1492729023512
123;1492729023648
124;1492729023768
125;1492729023888
126;1492729024018
127;1492729024148
128;1492729024270
129;1492729024391
130;1492729024515
131;1492729024641
132;1492729024784
133;1492729024912
134;1492729025041
135;1492729025184
136;1492729025312
137;1492729025432
138;1492729025564
139;1492729025696
140;1492729025824
141;1492729025944
142;1492729026093
143;1492729026253
144;1492729026409
145;1492729026560
146;1492729026711
147;1492729026864
148;1492729026988
149;1492729027109
150;1492729027232
151;1492729027365
152;1492729027490
153;1492729027611
154;1492729027744
155;1492729027867
156;1492729027996
157;1492729028121
158;1492729028240
159;1492729028369
160;1492729028491
161;1492729028620
162;1492729028747
163;1492729028864
164;1492729028996
165;1492729029127
166;1492729029253
167;1492729029376
168;1492729029500
169;1492729029619
170;1492729029749
171;1492729029874
172;1492729030000
173;1492729030160
174;1492729030268
175;1492729030387
176;1492729030541
177;1492729030676
178;1492729030802
179;1492729030983
180;1492729031110
181;1492729031258
182;1492729031415
183;1492729031557
184;1492729031721
185;1492729031888
186;1492729032066
187;1492729032229
188;1492729032359
189;1492729032492
190;1492729032615
191;1492729032736
192;1492729032859
193;1492729032982
194;1492729033149
195;1492729033251
196;1492729033367
197;1492729033486
198;1492729033608
199;1492729033734
200;1492729033852
201;1492729033973
202;1492729034121
203;1492729034262
204;1492729034387
205;1492729034514
206;1492729034633
207;1492729034755
208;1492729034878
209;1492729034998
210;1492729035126
211;1492729035257
212;1492729035371
213;1492729035495
214;1492729035615
215;1492729035742
216;1492729035865
217;1492729035991
218;1492729036112
219;1492729036251
220;1492729036403
221;1492729036528
222;1492729036648
223;1492729036768
224;1492729036895
225;1492729037016
226;1492729037140
227;1492729037269
228;1492729037383
229;1492729037503
230;1492729037625
231;1492729037753
232;1492729037875
233;1492729037991
234;1492729038112
235;1492729038243
236;1492729038368
237;1492729038496
238;1492729038612
239;1492729038737
240;1492729038864
241;1492729038988
242;1492729039107
243;1492729039230
244;1492729039356
245;1492729039479
246;1492729039603
247;1492729039734
248;1492729039855
249;1492729039976
250;1492729040096
251;1492729040227
252;1492729040343
253;1492729040471
254;1492729040604
255;1492729040727
256;1492729040884
257;1492729041031
258;1492729041180
259;1492729041303
260;1492729041432
261;1492729041552
262;1492729041680
263;1492729041799
264;1492729041921
265;1492729042044
266;1492729042165
267;1492729042292
268;1492729042411
269;1492729042532
270;1492729042661
271;1492729042780
272;1492729042901
273;1492729043028
274;1492729043152
275;1492729043291
276;1492729043436
277;1492729043595
278;1492729043765
279;1492729043888
280;1492729044027
281;1492729044159
282;1492729044283
283;1492729044404
284;1492729044536
285;1492729044651
286;1492729044772
287;1492729044915
288;1492729045048
289;1492729045167
290;1492729045296
291;1492729045431
292;1492729045552
293;1492729045692
294;1492729045813
295;1492729045936
296;1492729046061
297;1492729046186
298;1492729046307
299;1492729046432
300;1492729046558
301;1492729046679
302;1492729046800
303;1492729046918
304;1492729047040
305;1492729047161
306;1492729047283
307;1492729047411
308;1492729047537
309;1492729047659
310;1492729047787
311;1492729047910
312;1492729048027
313;1492729048152
314;1492729048281
315;1492729048403
316;1492729048525
317;1492729048649
318;1492729048774
319;1492729048902
320;1492729049070
321;1492729049196
322;1492729049371
323;1492729049491
324;1492729049651
325;1492729049795
326;1492729049928
327;1492729050072
328;1492729050196
329;1492729050315
330;1492729050436
331;1492729050564
332;1492729050684
333;1492729050801
334;1492729050916
335;1492729051040
336;1492729051169
337;1492729051309
338;1492729051432
339;1492729051563
340;1492729051705
341;1492729051796
342;1492729051947
343;1492729052041
344;1492729052197
345;1492729052316
346;1492729052464
347;1492729052624
348;1492729052796
349;1492729052940
350;1492729053100
351;1492729053249
352;1492729053396
353;1492729053549
354;1492729053717
355;1492729053861
356;1492729054002
357;1492729054144
358;1492729054353
359;1492729054542
360;1492729054678
361;1492729054829
362;1492729054976
363;1492729055131
364;1492729055249
365;1492729055375
366;1492729055491
367;1492729055619
368;1492729055736
369;1492729055884
370;1492729056087
371;1492729056211
372;1492729056340
373;1492729056477
374;1492729056635
375;1492729056795
376;1492729056918
377;1492729057040
378;1492729057183
379;1492729057304
380;1492729057420
381;1492729057540
382;1492729057663
383;1492729057788
384;1492729057908
385;1492729058033
386;1492729058151
387;1492729058272
388;1492729058396
389;1492729058515
390;1492729058639
391;1492729058809
392;1492729058972
393;1492729059128
394;1492729059304
395;1492729059441
396;1492729059584
397;1492729059710
398;1492729059857
399;1492729060020
400;1492729060180
401;1492729060324
402;1492729060464
403;1492729060615
404;1492729060763
405;1492729060883
406;1492729061005
407;1492729061125
408;1492729061245
409;1492729061364
410;1492729061485
411;1492729061643
412;1492729061785
413;1492729061922
414;1492729062044
415;1492729062163
416;1492729062283
417;1492729062408
418;1492729062555
419;1492729062704
420;1492729062848
421;1492729063007
422;1492729063149
423;1492729063309
424;1492729063428
425;1492729063552
426;1492729063675
427;1492729063796
428;1492729063912
429;1492729064057
430;1492729064182
431;1492729064319
432;1492729064443
433;1492729064568
434;1492729064709
435;1492729064827
436;1492729064951
437;1492729065076
438;1492729065201
439;1492729065324
440;1492729065444
441;1492729065562
442;1492729065683
443;1492729065805
444;1492729065928
445;1492729066052
446;1492729068346
447;1492729068626
448;1492729068757
449;1492729068897
450;1492729069053
451;1492729069253
452;1492729069444
453;1492729069623
454;1492729069744
455;1492729069977
456;1492729070117
457;1492729070241
458;1492729070373
459;1492729070525
460;1492729070661
461;1492729070785
462;1492729070921
463;1492729071056
464;1492729071201
465;1492729071337
466;1492729071461
467;1492729071594
468;1492729071729
469;1492729071857
470;1492729071995
471;1492729072141
472;1492729072267
473;1492729072356
474;1492729072484
475;1492729072669
476;1492729072816
477;1492729072961
478;1492729073092
479;1492729073226
480;1492729073400
481;1492729073573
482;1492729073751
483;1492729073881
484;1492729074017
485;1492729074156
486;1492729074297
487;1492729074382
488;1492729074549
489;1492729074672
490;1492729074805
491;1492729074933
492;1492729075064
493;1492729075197
494;1492729075329
495;1492729075476
496;1492729075597
497;1492729075725
498;1492729075888
499;1492729076021
500;1492729076153
501;1492729076293
502;1492729076429
503;1492729076553
504;1492729076685
505;1492729076824
506;1492729076953
507;1492729077081
508;1492729077204
509;1492729077337
510;1492729077469
511;1492729077596
512;1492729077729
513;1492729077864
514;1492729078009
515;1492729078133
516;1492729078277
517;1492729078426
518;1492729078561
519;1492729078692
520;1492729078821
521;1492729078953
522;1492729079085
523;1492729079221
524;1492729079353
525;1492729079485
526;1492729079613
527;1492729079745
528;1492729079884
529;1492729080045
530;1492729080181
531;1492729080301
532;1492729080440
533;1492729080561
534;1492729080689
535;1492729080817
536;1492729080945
537;1492729081073
538;1492729081204
539;1492729081332
540;1492729081460
541;1492729081593
542;1492729081725
543;1492729081853
544;1492729081990
545;1492729082129
546;1492729082262
547;1492729082392
548;1492729082517
549;1492729082649
550;1492729082785
551;1492729082909
552;1492729083040
553;1492729083180
554;1492729083308
555;1492729083444
556;1492729083573
557;1492729083697
558;1492729083829
559;1492729083954
560;1492729084080
561;1492729084217
562;1492729084344
563;1492729084485
564;1492729084604
565;1492729084736
566;1492729084868
567;1492729084993
568;1492729085121
569;1492729085246
570;1492729085380
571;1492729085505
572;1492729085640
573;1492729085769
574;1492729085892
575;1492729086017
576;1492729086144
577;1492729086276
578;1492729086408
579;1492729086541
580;1492729086669
581;1492729086801
582;1492729086929
583;1492729087053
584;1492729087185
585;1492729087315
586;1492729087441
587;1492729087568
588;1492729087693
589;1492729087822
590;1492729087941
591;1492729088068
592;1492729088197
593;1492729088324
594;1492729088457
595;1492729088586
596;1492729088724
597;1492729088848
598;1492729088985
599;1492729089114
600;1492729089247
601;1492729089363
602;1492729089509
603;1492729089655
604;1492729089795
605;1492729089925
606;1492729090053
607;1492729090231
608;1492729090357
609;1492729090479
610;1492729090614
611;1492729090739
612;1492729090871
613;1492729090996
614;1492729091127
615;1492729091264
616;1492729091391
617;1492729091525
618;1492729091649
619;1492729091777
620;1492729091907
621;1492729092037
622;1492729092168
623;1492729092301
624;1492729092429
625;1492729092567
626;1492729092698
627;1492729092829
628;1492729092947
629;1492729093081
630;1492729093212
631;1492729093340
632;1492729093472
633;1492729093587
634;1492729093720
635;1492729093853
636;1492729093987
637;1492729094176
638;1492729094345
639;1492729094512
640;1492729094692
641;1492729094877
642;1492729095027
643;1492729095172
644;1492729095304
645;1492729095431
646;1492729095565
647;1492729095696
648;1492729095832
649;1492729095960
650;1492729096092
651;1492729096221
652;1492729096344
653;1492729096477
654;1492729096608
655;1492729096737
656;1492729096873
657;1492729097020
658;1492729097169
659;1492729097300
660;1492729097428
661;1492729097552
662;1492729097680
663;1492729097812
664;1492729097940
665;1492729098073
666;1492729098196
667;1492729098328
668;1492729098460
669;1492729098584
670;1492729098708
671;1492729098840
672;1492729098976
673;1492729099120
674;1492729099284
675;1492729099413
676;1492729099542
677;1492729099662
678;1492729099792
679;1492729099924
680;1492729100057
681;1492729100188
682;1492729100312
683;1492729100441
684;1492729100560
685;1492729100700
686;1492729100828
687;1492729100960
688;1492729101108
689;1492729101236
690;1492729101384
691;1492729101512
692;1492729101633
693;1492729101761
694;1492729101889
695;1492729102020
696;1492729102145
697;1492729102276
698;1492729102408
699;1492729102540
700;1492729102665
701;1492729102800
702;1492729102936
703;1492729103052
704;1492729103196
705;1492729103328
706;1492729103468
707;1492729103596
708;1492729103720
709;1492729103848
710;1492729103980
711;1492729104112
712;1492729104237
713;1492729104364
714;1492729104500
715;1492729104624
716;1492729104748
717;1492729104876
718;1492729105012
719;1492729105136
720;1492729105260
721;1492729105384
722;1492729105522
723;1492729105653
724;1492729105772
725;1492729105900
726;1492729106036
727;1492729106156
728;1492729106284
729;1492729106412
730;1492729106540
731;1492729106661
732;1492729106788
733;1492729106916
734;1492729107044
735;1492729107172
736;1492729107296
737;1492729107424
738;1492729107564
739;1492729107676
740;1492729107804
741;1492729107936
742;1492729108060
743;1492729108192
744;1492729108320
745;1492729108444
746;1492729108572
747;1492729108700
748;1492729108836
749;1492729108964
750;1492729109109
751;1492729109254
752;1492729109409
753;1492729109544
754;1492729109677
755;1492729109820
756;1492729109952
757;1492729110084
758;1492729110216
759;1492729110340
760;1492729110464
761;1492729110596
762;1492729110728
763;1492729110852
764;1492729110980
765;1492729111107
766;1492729111232
767;1492729111353
768;1492729111488
769;1492729111616
770;1492729111749
771;1492729111869
772;1492729112008
773;1492729112132
774;1492729112261
775;1492729112384
776;1492729112509
777;1492729112632
778;1492729112768
779;1492729112892
780;1492729113019
781;1492729113106
782;1492729113279
783;1492729113396
784;1492729113528
785;1492729113652
786;1492729113776
787;1492729113904
788;1492729114036
789;1492729114208
790;1492729114395
791;1492729114564
792;1492729114744
793;1492729114960
794;1492729115084
795;1492729115224
796;1492729115352
797;1492729115484
798;1492729115607
799;1492729115734
800;1492729115860
801;1492729115992
802;1492729116124
803;1492729116252
804;1492729116376
805;1492729116504
806;1492729116636
807;1492729116760
808;1492729116892
809;1492729117048
810;1492729117176
811;1492729117316
812;1492729117443
813;1492729117568
814;1492729117696
815;1492729117816
816;1492729117953
