0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Contador,Tempo,Tempo Milisegundos,Total Hosts Ativos,Total CPU Alocada,Total CPU Usada,Total RAM Alocada,Total RAM Usada,CPU Limite Superior,CPU Limite Inferior,% Carga de CPU,Load Calculado,Threshold Inferior,Threshold Superior,Tempos de Monitoramento
1;0;1494010500750;0;0.0;0.0;0.0;0.0;0.0;0.0;NaN;NaN;0.4;0.8;
2;15;1494010515721;0;0.0;0.0;0.0;0.0;0.0;0.0;NaN;NaN;0.4;0.8;
3;30;1494010530707;0;0.0;0.0;0.0;0.0;0.0;0.0;NaN;NaN;0.4;0.8;
4;45;1494010545708;0;0.0;0.0;0.0;0.0;0.0;0.0;NaN;NaN;0.4;0.8;
5;60;1494010560756;0;0.0;0.0;0.0;0.0;0.0;0.0;NaN;NaN;0.4;0.8;
6;75;1494010575710;0;0.0;0.0;0.0;0.0;0.0;0.0;NaN;NaN;0.4;0.8;
7;90;1494010590711;0;0.0;0.0;0.0;0.0;0.0;0.0;NaN;NaN;0.4;0.8;
8;105;1494010605712;0;0.0;0.0;0.0;0.0;0.0;0.0;NaN;NaN;0.4;0.8;
9;120;1494010620713;0;0.0;0.0;0.0;0.0;0.0;0.0;NaN;NaN;0.4;0.8;
10;135;1494010635714;0;0.0;0.0;0.0;0.0;0.0;0.0;NaN;NaN;0.4;0.8;
11;150;1494010650771;0;0.0;0.0;0.0;0.0;0.0;0.0;NaN;NaN;0.4;0.8;
12;165;1494010665727;0;0.0;0.0;0.0;0.0;0.0;0.0;NaN;NaN;0.4;0.8;
0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Contador,Tempo,Tempo Milisegundos,Total Hosts Ativos,Total CPU Alocada,Total CPU Usada,Total RAM Alocada,Total RAM Usada,CPU Limite Superior,CPU Limite Inferior,% Carga de CPU,Load Calculado,Threshold Inferior,Threshold Superior,Tempos de Monitoramento
1;0;1494021796829;0;0.0;0.0;0.0;0.0;0.0;0.0;NaN;NaN;0.4;0.8;
2;15;1494021811816;0;0.0;0.0;0.0;0.0;0.0;0.0;NaN;NaN;0.4;0.8;
3;30;1494021826926;0;0.0;0.0;0.0;0.0;0.0;0.0;NaN;NaN;0.4;0.8;
4;45;1494021841866;0;0.0;0.0;0.0;0.0;0.0;0.0;NaN;NaN;0.4;0.8;
5;60;1494021856849;0;0.0;0.0;0.0;0.0;0.0;0.0;NaN;NaN;0.4;0.8;
6;75;1494021871850;0;0.0;0.0;0.0;0.0;0.0;0.0;NaN;NaN;0.4;0.8;
7;90;1494021886844;0;0.0;0.0;0.0;0.0;0.0;0.0;NaN;NaN;0.4;0.8;
8;105;1494021901849;0;0.0;0.0;0.0;0.0;0.0;0.0;NaN;NaN;0.4;0.8;
9;120;1494021916848;0;0.0;0.0;0.0;0.0;0.0;0.0;NaN;NaN;0.4;0.8;
10;135;1494021931849;0;0.0;0.0;0.0;0.0;0.0;0.0;NaN;NaN;0.4;0.8;
0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Contador,Tempo,Tempo Milisegundos,Total Hosts Ativos,Total CPU Alocada,Total CPU Usada,Total RAM Alocada,Total RAM Usada,CPU Limite Superior,CPU Limite Inferior,% Carga de CPU,Load Calculado,Threshold Inferior,Threshold Superior,Tempos de Monitoramento
1;0;1494022437231;1;200.0;0.0;3970948.0;760704.0;160.0;80.0;0.0;0.0;0.4;0.8;;1494022270
2;15;1494022452235;1;200.0;0.0;3970948.0;759756.0;160.0;80.0;0.0;0.0;0.4;0.8;;1494022280
0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Contador,Tempo,Tempo Milisegundos,Total Hosts Ativos,Total CPU Alocada,Total CPU Usada,Total RAM Alocada,Total RAM Usada,CPU Limite Superior,CPU Limite Inferior,% Carga de CPU,Load Calculado,Threshold Inferior,Threshold Superior,Tempos de Monitoramento
1;0;1494022466503;1;200.0;0.0;3970948.0;765356.0;160.0;80.0;0.0;0.0;0.4;0.8;;1494022300
0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Contador,Tempo,Tempo Milisegundos,Total Hosts Ativos,Total CPU Alocada,Total CPU Usada,Total RAM Alocada,Total RAM Usada,CPU Limite Superior,CPU Limite Inferior,% Carga de CPU,Load Calculado,Threshold Inferior,Threshold Superior,Tempos de Monitoramento
1;0;1494022570463;1;200.0;0.0;3970948.0;209240.0;160.0;80.0;0.0;0.0;0.4;0.8;;1494022405
2;15;1494022585498;1;200.0;0.0;3970948.0;223004.0;160.0;80.0;0.0;0.0;0.4;0.8;;1494022418
3;30;1494022600499;1;200.0;0.0;3970948.0;221700.0;160.0;80.0;0.0;0.0;0.4;0.8;;1494022435
4;45;1494022615516;1;200.0;0.0;3970948.0;233640.0;160.0;80.0;0.0;0.0;0.4;0.8;;1494022445
5;60;1494022630501;1;200.0;0.0;3970948.0;236300.0;160.0;80.0;0.0;0.0;0.4;0.8;;1494022465
6;75;1494022645510;1;200.0;0.0;3970948.0;234624.0;160.0;80.0;0.0;0.0;0.4;0.8;;1494022480
7;90;1494022660498;1;200.0;0.0;3970948.0;244736.0;160.0;80.0;0.0;0.0;0.4;0.8;;1494022495
8;105;1494022675529;1;200.0;0.0;3970948.0;232252.0;160.0;80.0;0.0;0.0;0.4;0.8;;1494022505
9;120;1494022690515;1;200.0;0.0;3970948.0;234608.0;160.0;80.0;0.0;0.0;0.4;0.8;;1494022525
10;135;1494022705597;1;200.0;0.0;3970948.0;243508.0;160.0;80.0;0.0;0.0;0.4;0.8;;1494022540
11;150;1494022720536;1;200.0;0.0;3970948.0;243452.0;160.0;80.0;0.0;0.0;0.4;0.8;;1494022555
12;165;1494022735568;1;200.0;0.0;3970948.0;241408.0;160.0;80.0;0.0;0.0;0.4;0.8;;1494022570
13;180;1494022750559;1;200.0;0.0;3970948.0;244324.0;160.0;80.0;0.0;0.0;0.4;0.8;;1494022581
