T1-AntesDeConectar;T2-AposConectar
1492026333193;1492026347604

Contador;IniLoop
0;1492026347608
1;1492026348307
2;1492026348367
3;1492026348525
4;1492026348610
5;1492026348796
6;1492026348874
7;1492026349038
8;1492026349179
9;1492026349329
10;1492026349499
11;1492026349574
12;1492026349745
13;1492026349896
14;1492026350064
15;1492026350194
16;1492026350312
17;1492026350433
18;1492026350570
19;1492026350734
20;1492026350855
21;1492026351017
22;1492026351145
23;1492026351291
24;1492026351427
25;1492026351554
26;1492026351688
27;1492026351808
28;1492026351955
29;1492026352110
30;1492026352275
31;1492026352385
32;1492026352533
33;1492026352683
34;1492026352814
35;1492026352961
36;1492026353097
37;1492026353224
38;1492026353387
39;1492026353502
40;1492026353633
41;1492026353792
42;1492026353860
43;1492026354049
44;1492026354217
45;1492026354331
46;1492026354457
47;1492026354609
48;1492026354702
49;1492026354882
50;1492026355034
51;1492026355138
52;1492026355264
53;1492026355391
54;1492026355578
55;1492026355722
56;1492026355842
57;1492026355958
58;1492026356078
59;1492026356257
60;1492026356403
61;1492026356536
62;1492026356705
63;1492026356794
64;1492026356954
65;1492026357047
66;1492026357232
67;1492026357382
68;1492026357518
69;1492026357640
70;1492026357809
71;1492026357884
72;1492026357997
73;1492026358190
74;1492026358309
75;1492026358490
76;1492026358571
77;1492026358764
78;1492026358854
79;1492026359012
80;1492026359177
81;1492026359305
82;1492026359459
83;1492026359526
84;1492026359728
85;1492026359843
86;1492026360003
87;1492026360122
88;1492026360223
89;1492026360449
90;1492026360521
91;1492026360726
92;1492026360837
93;1492026360946
94;1492026361139
95;1492026361249
96;1492026361420
97;1492026361509
98;1492026361706
99;1492026361821
100;1492026361978
101;1492026362137
102;1492026362286
103;1492026362444
104;1492026362599
105;1492026362698
106;1492026362795
107;1492026362992
108;1492026363121
109;1492026363293
110;1492026363430
111;1492026363560
112;1492026363697
113;1492026363831
114;1492026363957
115;1492026364128
116;1492026364253
117;1492026364404
118;1492026364487
119;1492026364665
120;1492026364814
121;1492026364941
122;1492026365083
123;1492026365234
124;1492026365307
125;1492026365506
126;1492026365587
127;1492026365762
128;1492026365937
129;1492026366016
130;1492026366211
131;1492026366295
132;1492026366479
133;1492026366563
134;1492026366741
135;1492026366874
136;1492026366954
137;1492026367165
138;1492026367285
139;1492026367453
140;1492026367581
141;1492026367721
142;1492026367865
143;1492026368013
144;1492026368165
145;1492026368282
146;1492026368455
147;1492026368548
148;1492026368686
149;1492026368846
150;1492026368998
151;1492026369133
152;1492026369226
153;1492026369348
154;1492026369538
155;1492026369659
156;1492026369798
157;1492026369957
158;1492026370056
159;1492026370184
160;1492026370391
161;1492026370493
162;1492026370625
163;1492026370804
164;1492026370973
165;1492026371036
166;1492026371244
167;1492026371312
168;1492026371518
169;1492026371590
170;1492026371793
171;1492026371884
172;1492026372069
173;1492026372208
174;1492026372337
175;1492026372492
176;1492026372615
177;1492026372776
178;1492026372890
179;1492026373042
180;1492026373133
181;1492026373307
182;1492026373449
183;1492026373584
184;1492026373705
185;1492026373877
186;1492026374013
187;1492026374156
188;1492026374273
189;1492026374431
190;1492026374581
191;1492026374713
192;1492026374864
193;1492026374948
194;1492026375143
195;1492026375335
196;1492026375426
197;1492026375559
198;1492026375698
199;1492026375838
200;1492026375953
201;1492026376122
202;1492026376195
203;1492026376369
204;1492026376530
205;1492026376653
206;1492026376777
207;1492026376937
208;1492026377050
209;1492026377216
210;1492026377333
211;1492026377485
212;1492026377598
213;1492026377754
214;1492026377883
215;1492026378034
216;1492026378116
217;1492026378302
218;1492026378393
219;1492026378597
220;1492026378664
221;1492026378863
222;1492026378981
223;1492026379142
224;1492026379222
225;1492026379413
226;1492026379507
227;1492026379704
228;1492026379821
229;1492026379992
230;1492026380088
231;1492026380245
232;1492026380390
233;1492026380536
234;1492026380654
235;1492026380822
236;1492026380929
237;1492026381104
238;1492026381204
239;1492026381358
240;1492026381540
241;1492026381635
242;1492026381749
243;1492026381852
244;1492026382059
245;1492026382140
246;1492026382359
247;1492026382430
248;1492026382610
249;1492026382761
250;1492026382847
251;1492026383034
252;1492026383112
253;1492026383329
254;1492026383414
255;1492026383622
256;1492026383711
257;1492026383889
258;1492026384014
259;1492026384147
260;1492026384292
261;1492026384458
262;1492026384630
263;1492026384757
264;1492026384938
265;1492026385063
266;1492026385214
267;1492026385300
268;1492026385486
269;1492026385660
270;1492026385817
271;1492026385966
272;1492026386149
273;1492026386265
274;1492026386436
275;1492026386541
276;1492026386696
277;1492026386817
278;1492026386983
279;1492026387102
280;1492026387264
281;1492026387382
282;1492026387536
283;1492026387638
284;1492026387748
285;1492026387874
286;1492026388025
287;1492026388114
288;1492026388297
289;1492026388447
290;1492026388628
291;1492026388758
292;1492026388899
293;1492026389050
294;1492026389203
295;1492026389348
296;1492026389462
297;1492026389584
298;1492026389755
299;1492026389913
300;1492026390066
301;1492026390147
302;1492026390330
303;1492026390486
304;1492026390623
305;1492026390774
306;1492026390912
307;1492026391029
308;1492026391200
309;1492026391328
310;1492026391466
311;1492026391581
312;1492026391737
313;1492026391882
314;1492026392057
315;1492026392150
316;1492026392299
317;1492026392448
318;1492026392569
319;1492026392719
320;1492026392813
321;1492026392993
322;1492026393127
323;1492026393276
324;1492026393376
325;1492026393531
326;1492026393655
327;1492026393792
328;1492026393928
329;1492026394118
330;1492026394188
331;1492026394372
332;1492026394479
333;1492026394629
334;1492026394762
335;1492026394894
336;1492026395056
337;1492026395145
338;1492026395347
339;1492026395447
340;1492026395575
341;1492026395769
342;1492026395892
343;1492026396039
344;1492026396196
345;1492026396263
346;1492026396470
347;1492026396579
348;1492026396731
349;1492026396875
350;1492026396977
351;1492026397154
352;1492026397233
353;1492026397413
354;1492026397551
355;1492026397706
356;1492026397776
357;1492026397967
358;1492026398086
359;1492026398269
