T1-AntesDeConectar;T2-AposConectar
1492726787277;1492726791364

Contador;IniLoop
0;1492726791368
1;1492726791705
2;1492726791877
3;1492726792047
4;1492726792231
5;1492726792432
6;1492726792628
7;1492726792811
8;1492726793009
9;1492726793198
10;1492726793409
11;1492726793590
12;1492726793774
13;1492726793972
14;1492726794176
15;1492726794358
16;1492726794556
17;1492726794766
18;1492726794966
19;1492726795133
20;1492726795325
21;1492726795517
22;1492726795716
23;1492726795910
24;1492726796101
25;1492726796293
26;1492726796485
27;1492726796678
28;1492726796869
29;1492726797061
30;1492726797253
31;1492726797450
32;1492726797637
33;1492726797829
34;1492726798021
35;1492726798213
36;1492726798405
37;1492726798597
38;1492726798789
39;1492726798984
40;1492726799179
41;1492726799374
42;1492726799566
43;1492726799771
44;1492726799962
45;1492726800152
46;1492726800348
47;1492726800536
48;1492726800728
49;1492726800921
50;1492726801117
51;1492726801304
52;1492726801533
53;1492726801725
54;1492726801926
55;1492726802117
56;1492726802308
57;1492726802500
58;1492726802693
59;1492726802884
60;1492726803089
61;1492726803269
62;1492726803462
63;1492726803654
64;1492726803851
65;1492726804041
66;1492726804233
67;1492726804424
68;1492726804623
69;1492726804821
70;1492726805012
71;1492726805205
72;1492726805400
73;1492726805593
74;1492726805785
75;1492726805977
76;1492726806175
77;1492726806375
78;1492726806566
79;1492726806759
80;1492726806953
81;1492726807144
82;1492726807336
83;1492726807526
84;1492726807717
85;1492726807909
86;1492726808103
87;1492726808298
88;1492726808491
89;1492726808689
90;1492726808892
91;1492726809087
92;1492726809279
93;1492726809468
94;1492726809661
95;1492726809853
96;1492726810047
97;1492726810237
98;1492726810429
99;1492726810620
100;1492726810813
101;1492726811005
102;1492726811197
103;1492726811389
104;1492726811581
105;1492726811773
106;1492726811966
107;1492726812156
108;1492726812351
109;1492726812541
110;1492726812733
111;1492726812926
112;1492726813116
113;1492726813309
114;1492726813502
115;1492726813693
116;1492726813887
117;1492726814080
118;1492726814270
119;1492726814462
120;1492726814653
121;1492726814846
122;1492726815038
123;1492726815232
124;1492726815429
125;1492726815623
126;1492726815814
127;1492726816006
128;1492726816199
129;1492726816390
130;1492726816582
131;1492726816781
132;1492726816970
133;1492726817165
134;1492726817355
135;1492726817551
136;1492726817749
137;1492726817930
138;1492726818122
