Contador;Tempo;Tempo Milisegundos;Total Hosts Ativos;Total CPU Alocada;Total CPU Usada;Total R6AM Alocada;Total RAM Usada;CPU Limite Superior;CPU Limite Inferior;% Carga de CPU;Load Calculado;Threshold Inferior;Threshold Superior;Tempos de Monitoramento
51;797;1494095009915;2;400.0;231.98001;7941896.0;3942400.0;320.0;160.0;0.57995003;0.5593853;0.4;0.8;;1494094839;1494094841
52;812;1494095026950;2;400.0;233.37;7941896.0;3940352.0;320.0;160.0;0.583425;0.5714052;0.4;0.8;;1494094847;1494094856
53;829;1494095036934;2;400.0;226.54;7941896.0;3944448.0;320.0;160.0;0.56635;0.5688776;0.4;0.8;;1494094859;1494094863
54;844;1494095058458;2;400.0;232.47998;7941896.0;3953664.0;320.0;160.0;0.58119994;0.5750388;0.4;0.8;;1494094882;1494094893
55;861;1494095099265;2;400.0;246.25002;7941896.0;4028416.0;320.0;160.0;0.615625;0.5953319;0.4;0.8;;1494094910;1494094926
56;901;1494095113232;2;400.0;236.82999;7941896.0;4054016.0;320.0;160.0;0.592075;0.59370345;0.4;0.8;;1494094942;1494094945
57;916;1494095139551;2;400.0;225.82997;7941896.0;4087808.0;320.0;160.0;0.56457496;0.57913923;0.4;0.8;;1494094955;1494094965
58;942;1494095173696;2;400.0;221.68999;7941896.0;4119552.0;320.0;160.0;0.55422497;0.5666821;0.4;0.8;;1494094980;1494095003
59;976;1494095205913;2;400.0;248.43;7941896.0;4171776.0;320.0;160.0;0.621075;0.5938785;0.4;0.8;;1494095011;1494095038
60;1008;1494095236627;2;400.0;250.31999;7941896.0;4231168.0;320.0;160.0;0.62579995;0.6098392;0.4;0.8;;1494095043;1494095064
61;1039;1494095261111;2;400.0;255.62999;7941896.0;4238336.0;320.0;160.0;0.639075;0.6244571;0.4;0.8;;1494095087;1494095084
62;1063;1494095286387;2;400.0;259.22;7941896.0;4305920.0;320.0;160.0;0.64805;0.6362536;0.4;0.8;;1494095109;1494095118
63;1089;1494095328239;2;400.0;256.35;7941896.0;4365312.0;320.0;160.0;0.64087504;0.63856435;0.4;0.8;;1494095134;1494095162
64;1130;1494095389015;2;400.0;254.17;7941896.0;4499456.0;320.0;160.0;0.635425;0.63699466;0.4;0.8;;1494095192;1494095221
65;1191;1494095442233;2;400.0;257.08002;7941896.0;4571136.0;320.0;160.0;0.6427;0.63984734;0.4;0.8;;1494095244;1494095272
66;1244;1494095480825;2;400.0;264.12;7941896.0;4611072.0;320.0;160.0;0.6603;0.65007365;0.4;0.8;;1494095296;1494095312
67;1283;1494095522196;2;400.0;264.8;7941896.0;4691968.0;320.0;160.0;0.66199994;0.6560368;0.4;0.8;;1494095324;1494095354
68;1324;1494095560447;2;400.0;251.76;7941896.0;4750336.0;320.0;160.0;0.6294;0.64271843;0.4;0.8;;1494095382;1494095392
69;1363;1494095595509;2;400.0;268.23;7941896.0;4805632.0;320.0;160.0;0.670575;0.6566467;0.4;0.8;;1494095406;1494095415
70;1398;1494095659820;2;400.0;270.78003;7941896.0;4982784.0;320.0;160.0;0.6769501;0.6667984;0.4;0.8;;1494095463;1494095491
71;1462;1494095689198;2;400.0;267.22;7941896.0;5072896.0;320.0;160.0;0.66805;0.6674242;0.4;0.8;;1494095502;1494095510
72;1491;1494095740449;2;400.0;270.29;7941896.0;5150720.0;320.0;160.0;0.67572504;0.6715746;0.4;0.8;;1494095541;1494095573
73;1543;1494095808563;2;400.0;267.33002;7941896.0;5268480.0;320.0;160.0;0.66832507;0.6699498;0.4;0.8;;1494095603;1494095632
74;1611;1494095880314;2;400.0;271.43002;7941896.0;5317632.0;320.0;160.0;0.67857504;0.6742624;0.4;0.8;;1494095681;1494095710
75;1682;1494095918178;2;400.0;255.93;7941896.0;5401600.0;320.0;160.0;0.639825;0.6570437;0.4;0.8;;1494095729;1494095752
76;1720;1494095955982;2;400.0;263.22;7941896.0;5360640.0;320.0;160.0;0.65805;0.6575469;0.4;0.8;;1494095769;1494095779
77;1758;1494096031755;2;400.0;270.08997;7941896.0;5415936.0;320.0;160.0;0.6752249;0.6663859;0.4;0.8;;1494095825;1494095862
78;1834;1494096096840;2;400.0;270.72;7941896.0;5415936.0;320.0;160.0;0.6768;0.67159295;0.4;0.8;;1494095907;1494095919
79;1899;1494096164486;2;400.0;207.75;7941896.0;4708352.0;320.0;160.0;0.519375;0.595484;0.4;0.8;;1494095958;1494095989
