Contador;Tempo;Tempo Milisegundos;Total Hosts Ativos;Total CPU Alocada;Total CPU Usada;Total R6AM Alocada;Total RAM Usada;CPU Limite Superior;CPU Limite Inferior;% Carga de CPU;Load Calculado;Threshold Inferior;Threshold Superior;Tempos de Monitoramento
2;15;1494094213606;1;200.0;0.32999998;3970948.0;102400.0;160.0;80.0;0.0016499999;0.00125;0.4;0.8;;1494094041
3;30;1494094229346;1;200.0;0.45000002;3970948.0;110592.0;160.0;80.0;0.0022500001;0.00175;0.4;0.8;;1494094055
4;45;1494094245970;1;200.0;13.610001;3970948.0;275456.0;160.0;80.0;0.068050005;0.034900002;0.4;0.8;;1494094072
5;60;1494094259129;1;200.0;31.52;3970948.0;783360.0;160.0;80.0;0.1576;0.09625;0.4;0.8;;1494094092
6;75;1494094273550;1;200.0;46.69;3970948.0;791552.0;160.0;80.0;0.23345;0.16485;0.4;0.8;;1494094100
7;90;1494094288457;1;200.0;49.24;3970948.0;790528.0;160.0;80.0;0.24620001;0.20552501;0.4;0.8;;1494094121
8;105;1494094303458;1;200.0;58.92;3970948.0;815104.0;160.0;80.0;0.29459998;0.2500625;0.4;0.8;;1494094131
9;120;1494094319084;1;200.0;66.45;3970948.0;864256.0;160.0;80.0;0.33225;0.29115623;0.4;0.8;;1494094151
10;135;1494094333740;1;200.0;74.69;3970948.0;917504.0;160.0;80.0;0.37345;0.3323031;0.4;0.8;;1494094167
11;150;1494094349226;1;200.0;79.89;3970948.0;973824.0;160.0;80.0;0.39945;0.36587656;0.4;0.8;;1494094179
12;165;1494094363996;1;200.0;92.740005;3970948.0;1028096.0;160.0;80.0;0.46370003;0.4147883;0.4;0.8;;1494094191
13;180;1494094380853;1;200.0;96.04001;3970948.0;1058816.0;160.0;80.0;0.48020005;0.44749418;0.4;0.8;;1494094212
14;195;1494094394266;1;200.0;108.53;3970948.0;1178624.0;160.0;80.0;0.54265;0.49507207;0.4;0.8;;1494094229
15;210;1494094408434;1;200.0;109.23;3970948.0;1216512.0;160.0;80.0;0.54615;0.52061105;0.4;0.8;;1494094241
16;225;1494094424984;1;200.0;112.04;3970948.0;1270784.0;160.0;80.0;0.5602;0.5404055;0.4;0.8;;1494094259
17;240;1494094438806;1;200.0;99.01;3970948.0;1287168.0;160.0;80.0;0.49505;0.51772773;0.4;0.8;;1494094271
18;255;1494094453638;1;200.0;121.53;3970948.0;1339392.0;160.0;80.0;0.60765;0.5626888;0.4;0.8;;1494094287
19;270;1494094469593;1;200.0;132.73;3970948.0;1479680.0;160.0;80.0;0.66365;0.61316943;0.4;0.8;;1494094299
20;285;1494094484655;1;200.0;135.61;3970948.0;1556480.0;160.0;80.0;0.67805;0.64560974;0.4;0.8;;1494094311
21;300;1494094499233;1;200.0;137.26999;3970948.0;1683456.0;160.0;80.0;0.6863499;0.66597986;0.4;0.8;;1494094331
22;315;1494094514625;1;200.0;139.58;3970948.0;1739776.0;160.0;80.0;0.6979;0.68193996;0.4;0.8;;1494094349
23;330;1494094528468;1;200.0;145.48999;3970948.0;1788928.0;160.0;80.0;0.72744995;0.704695;0.4;0.8;;1494094361
24;345;1494094544905;1;200.0;140.69;3970948.0;1926144.0;160.0;80.0;0.70345;0.7040725;0.4;0.8;;1494094379
25;360;1494094558689;1;200.0;141.79;3970948.0;1965056.0;160.0;80.0;0.70895;0.70651126;0.4;0.8;;1494094391
26;375;1494094574152;1;200.0;148.37001;3970948.0;1994752.0;160.0;80.0;0.7418501;0.7241807;0.4;0.8;;1494094407
27;390;1494094588859;1;200.0;143.83;3970948.0;2044928.0;160.0;80.0;0.71915;0.7216654;0.4;0.8;;1494094419
28;405;1494094603922;1;200.0;149.24;3970948.0;2045952.0;160.0;80.0;0.7462;0.73393273;0.4;0.8;;1494094436
29;420;1494094618660;1;200.0;144.26001;3970948.0;2111488.0;160.0;80.0;0.72130007;0.7276164;0.4;0.8;;1494094448
30;435;1494094633866;1;200.0;148.14001;3970948.0;2164736.0;160.0;80.0;0.74070007;0.7341583;0.4;0.8;;1494094464
31;450;1494094648692;1;200.0;149.22;3970948.0;2170880.0;160.0;80.0;0.7461;0.7401291;0.4;0.8;;1494094476
32;465;1494094664554;1;200.0;145.33;3970948.0;2210816.0;160.0;80.0;0.72665;0.73338956;0.4;0.8;;1494094496
33;480;1494094678507;1;200.0;153.06001;3970948.0;2260992.0;160.0;80.0;0.76530004;0.7493448;0.4;0.8;;1494094514
34;495;1494094693601;1;200.0;155.86002;3970948.0;2311168.0;160.0;80.0;0.7793001;0.76432246;0.4;0.8;;1494094526
35;510;1494094709228;1;200.0;151.49;3970948.0;2340864.0;160.0;80.0;0.75745004;0.76088625;0.4;0.8;;1494094536
36;525;1494094724308;1;200.0;159.03;3970948.0;2371584.0;160.0;80.0;0.79515;0.7780181;0.4;0.8;;1494094556
37;540;1494094739247;1;200.0;154.7;3970948.0;2393088.0;160.0;80.0;0.77349997;0.77575904;0.4;0.8;;1494094573
38;555;1494094754308;1;200.0;156.84;3970948.0;2461696.0;160.0;80.0;0.78419995;0.77997947;0.4;0.8;;1494094584
39;570;1494094769201;1;200.0;158.4;3970948.0;2484224.0;160.0;80.0;0.792;0.78598976;0.4;0.8;;1494094596
40;585;1494094786109;1;200.0;153.26999;3970948.0;2515968.0;160.0;80.0;0.76635;0.7761699;0.4;0.8;;1494094617
41;600;1494094799827;1;200.0;158.8;3970948.0;2520064.0;160.0;80.0;0.794;0.78508496;0.4;0.8;;1494094634
42;615;1494094813634;1;200.0;165.32;3970948.0;2524160.0;160.0;80.0;0.8266;0.8058425;0.4;0.8;;1494094646
43;674;1494094879272;1;200.0;164.72;3970948.0;2646016.0;160.0;80.0;0.8236;0.8147212;0.4;0.8;;1494094708
44;689;1494094890962;1;200.0;161.73999;3970948.0;2656256.0;160.0;80.0;0.80869997;0.8117106;0.4;0.8;;1494094717
45;705;1494094907753;2;400.0;164.57999;7941896.0;2738176.8;320.0;160.0;0.41144997;0.61158025;0.4;0.8;;1494094732;1494094737
46;720;1494094922685;2;400.0;148.26999;7941896.0;2904064.8;320.0;160.0;0.37067497;0.4911276;0.4;0.8;;1494094752;1494094757
47;735;1494094941943;2;400.0;176.15999;7941896.0;3411968.0;320.0;160.0;0.44039997;0.4657638;0.4;0.8;;1494094763;1494094777
48;750;1494094954588;2;400.0;189.6;7941896.0;3826688.0;320.0;160.0;0.474;0.4698819;0.4;0.8;;1494094785;1494094781
49;765;1494094974877;2;400.0;222.46;7941896.0;3858432.0;320.0;160.0;0.55615;0.513016;0.4;0.8;;1494094797;1494094802
50;780;1494094994479;2;400.0;225.84999;7941896.0;3929088.0;320.0;160.0;0.56462497;0.5388205;0.4;0.8;;1494094809;1494094823
