0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Contador,Tempo,Tempo Milisegundos,Total Hosts Ativos,Total CPU Alocada,Total CPU Usada,Total RAM Alocada,Total RAM Usada,CPU Limite Superior,CPU Limite Inferior,% Carga de CPU,Load Calculado,Threshold Inferior,Threshold Superior,Tempos de Monitoramento
1;0;1494091721115;1;200.0;0.19999999;3970948.0;30720.902;160.0;80.0;9.999999E-4;4.9999997E-4;0.4;0.8;;1494091553
2;15;1494091735884;1;200.0;0.13999999;3970948.0;38912.0;160.0;80.0;6.999999E-4;5.999999E-4;0.4;0.8;;1494091561
3;30;1494091752894;1;200.0;52.61;3970948.0;120832.0;160.0;80.0;0.26305;0.131825;0.4;0.8;;1494091582
4;45;1494091766044;1;200.0;52.57;3970948.0;120832.0;160.0;80.0;0.26285;0.1973375;0.4;0.8;;1494091601
5;60;1494091780891;1;200.0;29.14;3970948.0;428032.0;160.0;80.0;0.1457;0.17151874;0.4;0.8;;1494091612
6;75;1494091795877;1;200.0;53.78;3970948.0;424960.0;160.0;80.0;0.2689;0.22020938;0.4;0.8;;1494091622
7;90;1494091811848;1;200.0;48.43;3970948.0;451584.0;160.0;80.0;0.24215001;0.23117968;0.4;0.8;;1494091642
8;105;1494091825878;1;200.0;48.97;3970948.0;451584.0;160.0;80.0;0.24485001;0.23801485;0.4;0.8;;1494091652
9;120;1494091840879;1;200.0;62.15;3970948.0;505856.0;160.0;80.0;0.31075;0.2743824;0.4;0.8;;1494091676
10;135;1494091856925;1;200.0;62.260002;3970948.0;532480.0;160.0;80.0;0.3113;0.2928412;0.4;0.8;;1494091686
11;150;1494091872428;1;200.0;64.94;3970948.0;538624.0;160.0;80.0;0.3247;0.3087706;0.4;0.8;;1494091707
12;165;1494091885882;1;200.0;72.130005;3970948.0;581632.0;160.0;80.0;0.36065003;0.3347103;0.4;0.8;;1494091717
13;180;1494091900883;1;200.0;85.62;3970948.0;610304.0;160.0;80.0;0.42810002;0.38140517;0.4;0.8;;1494091727
14;195;1494091916355;1;200.0;91.939995;3970948.0;671744.0;160.0;80.0;0.4597;0.42055258;0.4;0.8;;1494091747
15;210;1494091931088;1;200.0;94.259995;3970948.0;693248.0;160.0;80.0;0.47129998;0.44592628;0.4;0.8;;1494091766
16;225;1494091945901;1;200.0;108.57001;3970948.0;732160.0;160.0;80.0;0.54285;0.49438816;0.4;0.8;;1494091777
17;240;1494091960887;1;200.0;112.08;3970948.0;753664.0;160.0;80.0;0.5604;0.52739406;0.4;0.8;;1494091796
18;255;1494091976702;1;200.0;115.21999;3970948.0;760832.0;160.0;80.0;0.5761;0.551747;0.4;0.8;;1494091811
19;270;1494091990888;1;200.0;119.88;3970948.0;760832.0;160.0;80.0;0.5994;0.5755735;0.4;0.8;;1494091821
20;285;1494092005889;1;200.0;122.20999;3970948.0;801792.0;160.0;80.0;0.61104995;0.5933117;0.4;0.8;;1494091841
21;300;1494092021826;1;200.0;124.58;3970948.0;852992.0;160.0;80.0;0.6229;0.6081059;0.4;0.8;;1494091851
22;315;1494092036299;1;200.0;123.28;3970948.0;870400.0;160.0;80.0;0.6164;0.61225295;0.4;0.8;;1494091871
23;330;1494092050893;1;200.0;131.90999;3970948.0;896000.0;160.0;80.0;0.65954995;0.63590145;0.4;0.8;;1494091881
24;345;1494092065894;1;200.0;129.70999;3970948.0;965632.0;160.0;80.0;0.64855;0.64222574;0.4;0.8;;1494091901
25;360;1494092080895;1;200.0;140.66;3970948.0;1024000.0;160.0;80.0;0.7033;0.6727629;0.4;0.8;;1494091911
26;375;1494092096708;1;200.0;140.22;3970948.0;1045504.0;160.0;80.0;0.7011;0.68693143;0.4;0.8;;1494091931
27;390;1494092110897;1;200.0;136.22;3970948.0;1049600.0;160.0;80.0;0.6811;0.68401575;0.4;0.8;;1494091941
28;405;1494092125898;1;200.0;138.78;3970948.0;1111040.0;160.0;80.0;0.6939;0.68895787;0.4;0.8;;1494091961
29;420;1494092141304;1;200.0;115.78;3970948.0;1119232.0;160.0;80.0;0.5789;0.6339289;0.4;0.8;;1494091976
30;435;1494092155900;1;200.0;124.34999;3970948.0;1114112.0;160.0;80.0;0.62174994;0.62783945;0.4;0.8;;1494091986
31;450;1494092170901;1;200.0;135.19;3970948.0;1117184.0;160.0;80.0;0.67595;0.6518947;0.4;0.8;;1494092006
32;465;1494092185980;1;200.0;141.22;3970948.0;1126400.0;160.0;80.0;0.7061;0.67899734;0.4;0.8;;1494092016
33;480;1494092201730;1;200.0;141.23;3970948.0;1129472.0;160.0;80.0;0.70615;0.69257367;0.4;0.8;;1494092036
34;495;1494092215903;1;200.0;136.43;3970948.0;1140736.0;160.0;80.0;0.68214995;0.68736184;0.4;0.8;;1494092046
35;510;1494092230904;1;200.0;145.66;3970948.0;1272832.0;160.0;80.0;0.72830003;0.7078309;0.4;0.8;;1494092066
36;525;1494092246360;1;200.0;146.52;3970948.0;1327104.0;160.0;80.0;0.73260003;0.72021544;0.4;0.8;;1494092076
37;540;1494092261650;1;200.0;143.09001;3970948.0;1334272.0;160.0;80.0;0.71545005;0.71783274;0.4;0.8;;1494092096
38;555;1494092275924;1;200.0;142.12001;3970948.0;1334272.0;160.0;80.0;0.7106001;0.7142164;0.4;0.8;;1494092106
39;570;1494092290926;1;200.0;141.22;3970948.0;1382400.0;160.0;80.0;0.7061;0.7101582;0.4;0.8;;1494092126
40;585;1494092306193;1;200.0;140.05;3970948.0;1390592.0;160.0;80.0;0.70025;0.7052041;0.4;0.8;;1494092141
41;600;1494092320929;1;200.0;142.4;3970948.0;1390592.0;160.0;80.0;0.71199995;0.7086021;0.4;0.8;;1494092151
42;615;1494092335929;1;200.0;138.65;3970948.0;1406976.0;160.0;80.0;0.69324994;0.700926;0.4;0.8;;1494092171
43;630;1494092351867;1;200.0;146.81;3970948.0;1419264.0;160.0;80.0;0.73405;0.717488;0.4;0.8;;1494092181
44;645;1494092366980;1;200.0;147.01001;3970948.0;1421312.0;160.0;80.0;0.73505;0.726269;0.4;0.8;;1494092201
45;660;1494092380932;1;200.0;146.48;3970948.0;1453056.0;160.0;80.0;0.7324;0.7293345;0.4;0.8;;1494092211
46;675;1494092395933;1;200.0;154.1;3970948.0;1455104.0;160.0;80.0;0.7705;0.74991727;0.4;0.8;;1494092231
47;690;1494092411544;1;200.0;148.35;3970948.0;1457152.0;160.0;80.0;0.74175;0.74583364;0.4;0.8;;1494092241
48;705;1494092426076;1;200.0;151.29;3970948.0;1487872.0;160.0;80.0;0.75644994;0.7511418;0.4;0.8;;1494092260
49;720;1494092440937;1;200.0;147.58;3970948.0;1490944.0;160.0;80.0;0.7379;0.7445209;0.4;0.8;;1494092276
50;735;1494092456374;1;200.0;148.93;3970948.0;1495040.0;160.0;80.0;0.74464995;0.7445854;0.4;0.8;;1494092286
51;750;1494092473486;1;200.0;150.06;3970948.0;1499136.0;160.0;80.0;0.7503;0.7474427;0.4;0.8;;1494092306
52;765;1494092485939;1;200.0;150.46;3970948.0;1507328.0;160.0;80.0;0.7523;0.7498714;0.4;0.8;;1494092316
53;780;1494092500940;1;200.0;141.32;3970948.0;1506304.0;160.0;80.0;0.7066;0.7282357;0.4;0.8;;1494092327
54;795;1494092517444;1;200.0;140.66;3970948.0;1510400.0;160.0;80.0;0.7033;0.71576786;0.4;0.8;;1494092347
55;810;1494092532318;1;200.0;151.61;3970948.0;1515520.0;160.0;80.0;0.75805;0.7369089;0.4;0.8;;1494092367
56;825;1494092545943;1;200.0;149.46999;3970948.0;1515520.0;160.0;80.0;0.7473499;0.74212945;0.4;0.8;;1494092377
57;840;1494092560960;1;200.0;151.16;3970948.0;1517568.0;160.0;80.0;0.7558;0.7489647;0.4;0.8;;1494092391
58;855;1494092576320;1;200.0;152.09;3970948.0;1519616.0;160.0;80.0;0.76045;0.75470734;0.4;0.8;;1494092411
59;870;1494092590946;1;200.0;155.09;3970948.0;1521664.0;160.0;80.0;0.77545;0.76507866;0.4;0.8;;1494092421
60;885;1494092605948;1;200.0;149.95;3970948.0;1529856.0;160.0;80.0;0.74974996;0.75741434;0.4;0.8;;1494092432
61;900;1494092622138;1;200.0;156.83;3970948.0;1532928.0;160.0;80.0;0.78415;0.7707822;0.4;0.8;;1494092452
62;915;1494092636292;1;200.0;153.75;3970948.0;1532928.0;160.0;80.0;0.76875;0.7697661;0.4;0.8;;1494092471
63;930;1494092650951;1;200.0;151.94;3970948.0;1543168.0;160.0;80.0;0.7597;0.7647331;0.4;0.8;;1494092482
64;945;1494092665951;1;200.0;150.53;3970948.0;1598464.0;160.0;80.0;0.75265;0.75869155;0.4;0.8;;1494092492
65;960;1494092683329;1;200.0;151.09;3970948.0;1598464.0;160.0;80.0;0.75545;0.7570708;0.4;0.8;;1494092512
66;975;1494092696406;1;200.0;158.98;3970948.0;1598464.0;160.0;80.0;0.7949;0.77598536;0.4;0.8;;1494092531
67;990;1494092710955;1;200.0;151.96;3970948.0;1597440.0;160.0;80.0;0.7598;0.7678927;0.4;0.8;;1494092542
68;1005;1494092725955;1;200.0;145.18;3970948.0;1601536.0;160.0;80.0;0.72589993;0.7468963;0.4;0.8;;1494092556
69;1020;1494092741971;1;200.0;149.91;3970948.0;1601536.0;160.0;80.0;0.74955004;0.7482232;0.4;0.8;;1494092576
70;1035;1494092755957;1;200.0;157.81;3970948.0;1605632.0;160.0;80.0;0.78905;0.7686366;0.4;0.8;;1494092586
71;1050;1494092770958;1;200.0;151.78;3970948.0;1607680.0;160.0;80.0;0.7589;0.7637683;0.4;0.8;;1494092597
72;1065;1494092788379;1;200.0;151.79;3970948.0;1610752.0;160.0;80.0;0.75895;0.76135916;0.4;0.8;;1494092617
73;1080;1494092801085;1;200.0;153.09;3970948.0;1610752.0;160.0;80.0;0.76545;0.7634046;0.4;0.8;;1494092636
74;1095;1494092815961;1;200.0;155.86;3970948.0;1612800.0;160.0;80.0;0.7793;0.7713523;0.4;0.8;;1494092647
