T1-AntesDeConectar;T2-AposConectar
1491948159992;1491948200149

Contador;IniLoop
0;1491948200153
1;1491948200255
2;1491948200337
3;1491948200419
4;1491948200502
5;1491948200587
6;1491948200667
7;1491948200752
8;1491948200832
9;1491948200911
10;1491948200987
11;1491948201067
12;1491948201143
13;1491948201223
14;1491948201299
15;1491948201383
16;1491948201459
17;1491948201543
18;1491948201620
19;1491948201699
20;1491948201779
21;1491948201859
22;1491948201939
23;1491948202019
24;1491948202099
25;1491948202184
26;1491948202259
27;1491948202343
28;1491948202424
29;1491948202507
30;1491948202588
31;1491948202667
32;1491948202751
33;1491948202836
34;1491948202919
35;1491948202995
36;1491948203075
37;1491948203155
38;1491948203235
39;1491948203315
40;1491948203395
41;1491948203475
42;1491948203559
43;1491948203636
44;1491948203716
45;1491948203796
46;1491948203879
47;1491948203964
48;1491948204044
49;1491948204128
50;1491948204212
51;1491948204296
52;1491948204380
53;1491948204460
54;1491948204544
55;1491948204628
56;1491948204712
57;1491948204798
58;1491948204876
59;1491948204960
60;1491948205040
61;1491948205124
62;1491948205204
63;1491948205288
64;1491948205368
65;1491948205448
66;1491948205542
67;1491948205624
68;1491948205704
69;1491948205788
70;1491948205872
71;1491948205956
72;1491948206040
73;1491948206120
74;1491948206207
75;1491948206285
76;1491948206365
77;1491948206445
78;1491948206529
79;1491948206613
80;1491948206697
81;1491948206781
82;1491948206863
83;1491948206945
84;1491948207029
85;1491948207113
86;1491948207197
87;1491948207281
88;1491948207367
89;1491948207449
90;1491948207533
91;1491948207613
92;1491948207697
93;1491948207781
94;1491948207862
95;1491948207945
96;1491948208029
97;1491948208109
98;1491948208193
99;1491948208273
100;1491948208354
101;1491948208433
102;1491948208513
103;1491948208598
104;1491948208677
105;1491948208761
106;1491948208843
107;1491948208926
108;1491948209010
109;1491948209094
110;1491948209178
111;1491948209262
112;1491948209342
113;1491948209426
114;1491948209506
115;1491948209590
116;1491948209671
117;1491948209754
118;1491948209834
119;1491948209918
120;1491948210003
121;1491948210086
122;1491948210170
123;1491948210250
124;1491948210330
125;1491948210411
126;1491948210494
127;1491948210578
128;1491948210662
129;1491948210743
130;1491948210830
131;1491948210910
132;1491948210996
133;1491948211083
134;1491948211167
135;1491948211251
136;1491948211331
137;1491948211411
138;1491948211499
139;1491948211583
140;1491948211667
141;1491948211751
142;1491948211835
143;1491948211919
144;1491948212003
145;1491948212087
146;1491948212171
147;1491948212255
148;1491948212339
149;1491948212423
150;1491948212508
151;1491948212591
152;1491948212675
153;1491948212760
154;1491948212847
155;1491948212931
156;1491948213015
157;1491948213100
158;1491948213187
159;1491948213271
160;1491948213352
161;1491948213435
162;1491948213519
163;1491948213607
164;1491948213692
165;1491948213775
166;1491948213864
167;1491948213948
168;1491948214036
169;1491948214120
170;1491948214204
171;1491948214288
172;1491948214376
173;1491948214460
174;1491948214548
175;1491948214632
176;1491948214720
177;1491948214804
178;1491948214892
179;1491948214980
180;1491948215069
181;1491948215152
182;1491948215240
183;1491948215329
184;1491948215412
185;1491948215500
186;1491948215593
187;1491948215676
188;1491948215764
189;1491948215849
190;1491948215936
191;1491948216020
192;1491948216109
193;1491948216196
194;1491948216280
195;1491948216369
196;1491948216452
197;1491948216540
198;1491948216629
199;1491948216717
200;1491948216801
201;1491948216889
202;1491948216977
203;1491948217061
204;1491948217149
205;1491948217233
206;1491948217321
207;1491948217409
208;1491948217493
209;1491948217581
210;1491948217665
211;1491948217749
212;1491948217834
213;1491948217921
214;1491948218010
215;1491948218097
216;1491948218181
217;1491948218270
218;1491948218357
219;1491948218445
220;1491948218530
221;1491948218617
222;1491948218706
223;1491948218793
224;1491948218881
225;1491948218970
226;1491948219057
227;1491948219146
228;1491948219229
229;1491948219317
230;1491948219402
231;1491948219489
232;1491948219578
233;1491948219662
234;1491948219750
235;1491948219838
236;1491948219922
237;1491948220010
238;1491948220094
239;1491948220182
240;1491948220266
241;1491948220351
242;1491948220434
243;1491948220522
244;1491948220611
245;1491948220694
246;1491948220783
247;1491948220866
248;1491948220955
249;1491948221042
250;1491948221126
251;1491948221215
252;1491948221298
253;1491948221387
254;1491948221470
255;1491948221559
256;1491948221650
257;1491948221735
258;1491948221826
259;1491948221915
260;1491948222002
261;1491948222090
262;1491948222179
263;1491948222270
264;1491948222359
265;1491948222447
266;1491948222531
267;1491948222619
268;1491948222707
269;1491948222795
270;1491948222883
271;1491948222971
272;1491948223059
273;1491948223147
274;1491948223236
275;1491948223323
276;1491948223408
277;1491948223495
278;1491948223580
279;1491948223667
280;1491948223756
281;1491948223843
282;1491948223936
283;1491948224023
284;1491948224116
285;1491948224207
286;1491948224296
287;1491948224387
288;1491948224476
289;1491948224563
290;1491948224656
291;1491948224743
292;1491948224836
293;1491948224927
294;1491948225016
295;1491948225104
296;1491948225196
297;1491948225283
298;1491948225372
299;1491948225460
300;1491948225548
301;1491948225640
302;1491948225732
303;1491948225821
304;1491948225908
305;1491948226000
306;1491948226088
307;1491948226181
308;1491948226272
309;1491948226361
310;1491948226448
311;1491948226545
312;1491948226637
313;1491948226724
314;1491948226817
315;1491948226908
316;1491948226997
317;1491948227088
318;1491948227177
319;1491948227269
320;1491948227360
321;1491948227449
322;1491948227540
323;1491948227633
324;1491948227724
325;1491948227813
326;1491948227905
327;1491948227992
328;1491948228085
329;1491948228173
330;1491948228265
331;1491948228357
332;1491948228449
333;1491948228538
334;1491948228629
335;1491948228722
336;1491948228809
337;1491948228903
338;1491948228995
339;1491948229081
340;1491948229174
341;1491948229261
342;1491948229353
343;1491948229442
344;1491948229537
345;1491948229630
346;1491948229722
347;1491948229809
348;1491948229902
349;1491948229989
350;1491948230082
351;1491948230174
352;1491948230261
353;1491948230350
354;1491948230438
355;1491948230529
356;1491948230622
357;1491948230713
358;1491948230814
359;1491948230906
360;1491948230998
361;1491948231089
362;1491948231178
363;1491948231269
364;1491948231362
365;1491948231454
366;1491948231542
367;1491948231634
368;1491948231726
369;1491948231818
370;1491948231911
371;1491948231998
372;1491948232090
373;1491948232179
374;1491948232270
375;1491948232359
376;1491948232447
377;1491948232535
378;1491948232622
379;1491948232715
380;1491948232803
381;1491948232894
382;1491948232988
383;1491948233076
384;1491948233167
385;1491948233259
386;1491948233347
387;1491948233438
388;1491948233531
389;1491948233623
390;1491948233714
391;1491948233807
392;1491948233899
393;1491948233990
394;1491948234083
395;1491948234175
396;1491948234267
397;1491948234359
398;1491948234447
399;1491948234547
400;1491948234643
401;1491948234735
402;1491948234823
403;1491948234915
404;1491948235007
405;1491948235099
406;1491948235192
407;1491948235283
408;1491948235372
409;1491948235464
410;1491948235556
411;1491948235651
412;1491948235744
413;1491948235836
414;1491948235932
415;1491948236023
416;1491948236120
417;1491948236212
418;1491948236308
419;1491948236403
420;1491948236496
421;1491948236592
422;1491948236684
423;1491948236775
424;1491948236872
425;1491948236964
426;1491948237060
427;1491948237155
428;1491948237248
429;1491948237340
430;1491948237432
431;1491948237528
432;1491948237620
433;1491948237717
434;1491948237808
435;1491948237904
436;1491948237996
437;1491948238096
438;1491948238193
439;1491948238284
440;1491948238376
441;1491948238469
442;1491948238565
443;1491948238661
444;1491948238757
445;1491948238852
446;1491948238949
447;1491948239045
448;1491948239141
449;1491948239237
450;1491948239332
451;1491948239425
452;1491948239521
453;1491948239617
454;1491948239709
455;1491948239801
456;1491948239897
457;1491948239989
458;1491948240085
459;1491948240181
460;1491948240272
461;1491948240365
462;1491948240457
463;1491948240549
464;1491948240645
465;1491948240741
466;1491948240833
467;1491948240929
468;1491948241026
469;1491948241122
470;1491948241218
471;1491948241314
472;1491948241405
473;1491948241497
474;1491948241594
475;1491948241686
476;1491948241786
477;1491948241883
478;1491948241977
479;1491948242069
480;1491948242166
481;1491948242258
482;1491948242350
483;1491948242442
484;1491948242538
485;1491948242630
486;1491948242725
487;1491948242818
488;1491948242914
489;1491948243006
490;1491948243102
491;1491948243198
492;1491948243294
493;1491948243386
494;1491948243482
495;1491948243578
496;1491948243674
497;1491948243770
498;1491948243866
499;1491948243962
500;1491948244058
501;1491948244154
502;1491948244250
503;1491948244347
504;1491948244438
505;1491948244535
506;1491948244627
507;1491948244723
508;1491948244819
509;1491948244915
510;1491948245007
511;1491948245103
512;1491948245195
513;1491948245286
514;1491948245379
515;1491948245471
516;1491948245567
517;1491948245659
518;1491948245759
519;1491948245855
520;1491948245951
521;1491948246047
522;1491948246143
523;1491948246239
524;1491948246335
525;1491948246427
526;1491948246522
527;1491948246615
528;1491948246715
529;1491948246807
530;1491948246907
531;1491948247007
532;1491948247104
533;1491948247199
534;1491948247295
535;1491948247392
536;1491948247488
537;1491948247588
538;1491948247684
539;1491948247780
540;1491948247876
541;1491948247972
542;1491948248072
543;1491948248172
544;1491948248272
545;1491948248368
546;1491948248464
547;1491948248561
548;1491948248657
549;1491948248756
550;1491948248854
551;1491948248952
552;1491948249052
553;1491948249148
554;1491948249248
555;1491948249344
556;1491948249440
557;1491948249536
558;1491948249632
559;1491948249732
560;1491948249832
561;1491948249928
562;1491948250028
563;1491948250128
564;1491948250224
565;1491948250324
566;1491948250420
567;1491948250521
568;1491948250616
569;1491948250716
570;1491948250812
571;1491948250908
572;1491948251009
573;1491948251105
574;1491948251205
575;1491948251301
576;1491948251397
577;1491948251497
578;1491948251597
579;1491948251693
580;1491948251789
581;1491948251885
582;1491948251985
583;1491948252081
584;1491948252181
585;1491948252277
586;1491948252377
587;1491948252473
588;1491948252573
589;1491948252669
590;1491948252769
591;1491948252865
592;1491948252965
593;1491948253065
594;1491948253161
595;1491948253261
596;1491948253360
597;1491948253462
598;1491948253562
599;1491948253658
600;1491948253757
601;1491948253854
602;1491948253954
603;1491948254050
604;1491948254150
605;1491948254246
606;1491948254342
607;1491948254438
608;1491948254538
609;1491948254634
610;1491948254734
611;1491948254830
612;1491948254930
613;1491948255030
614;1491948255126
615;1491948255226
616;1491948255326
617;1491948255426
618;1491948255527
619;1491948255623
620;1491948255722
621;1491948255822
622;1491948255922
623;1491948256018
624;1491948256118
625;1491948256219
626;1491948256318
627;1491948256418
628;1491948256518
629;1491948256614
630;1491948256710
631;1491948256810
632;1491948256910
633;1491948257007
634;1491948257107
635;1491948257207
636;1491948257303
637;1491948257403
638;1491948257503
639;1491948257599
640;1491948257699
641;1491948257799
642;1491948257903
643;1491948258003
644;1491948258103
645;1491948258203
646;1491948258299
647;1491948258395
648;1491948258499
649;1491948258599
650;1491948258699
651;1491948258803
652;1491948258907
653;1491948259011
654;1491948259115
655;1491948259215
656;1491948259315
657;1491948259415
658;1491948259515
659;1491948259615
660;1491948259715
661;1491948259811
662;1491948259915
663;1491948260020
664;1491948260120
665;1491948260224
666;1491948260324
667;1491948260428
668;1491948260528
669;1491948260628
670;1491948260732
671;1491948260832
672;1491948260936
673;1491948261036
674;1491948261140
675;1491948261240
676;1491948261340
677;1491948261440
678;1491948261544
679;1491948261648
680;1491948261752
681;1491948261852
682;1491948261956
683;1491948262062
684;1491948262164
685;1491948262264
686;1491948262368
687;1491948262472
688;1491948262577
689;1491948262680
690;1491948262780
691;1491948262885
692;1491948262988
693;1491948263088
694;1491948263193
695;1491948263296
